,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Nancy Pelosi (D),N00007360,16800,"Kleiner, Perkins et al",0,16800,2010
1,Nancy Pelosi (D),N00007360,11221,Facebook Inc,5000,16221,2010
2,Nancy Pelosi (D),N00007360,14347,Walt Disney Co,0,14347,2010
3,Nancy Pelosi (D),N00007360,8175,Arnold & Porter Kaye Scholer,5000,13175,2010
4,Nancy Pelosi (D),N00007360,13042,Stanford University,0,13042,2010
5,Nancy Pelosi (D),N00007360,12600,Subject Matter,0,12600,2010
6,Nancy Pelosi (D),N00007360,2500,Goldman Sachs,10000,12500,2010
7,Nancy Pelosi (D),N00007360,7500,Polsinelli PC,5000,12500,2010
8,Nancy Pelosi (D),N00007360,11850,Uni-Trade Forwarding,0,11850,2010
9,Nancy Pelosi (D),N00007360,11700,Daschle Group,0,11700,2010
0,Nancy Pelosi (D),N00007360,25000,Occidental Petroleum,10000,35000,2012
1,Nancy Pelosi (D),N00007360,14800,Mackenzie Patterson Fuller,0,14800,2012
2,Nancy Pelosi (D),N00007360,11000,Warner Brothers,0,11000,2012
3,Nancy Pelosi (D),N00007360,10500,Susman Godfrey Llp,0,10500,2012
4,Nancy Pelosi (D),N00007360,250,Wells Fargo,10000,10250,2012
5,Nancy Pelosi (D),N00007360,0,AFLAC Inc,10000,10000,2012
6,Nancy Pelosi (D),N00007360,10000,ALZA Corp,0,10000,2012
7,Nancy Pelosi (D),N00007360,0,American Academy of Dermatology Assn,10000,10000,2012
8,Nancy Pelosi (D),N00007360,0,American Assn for Justice,10000,10000,2012
9,Nancy Pelosi (D),N00007360,0,American Assn of Nurse Anesthetists,10000,10000,2012
0,Nancy Pelosi (D),N00007360,24400,Salesforce.com,2600,27000,2014
1,Nancy Pelosi (D),N00007360,8300,Facebook Inc,10000,18300,2014
2,Nancy Pelosi (D),N00007360,7600,DLA Piper,10000,17600,2014
3,Nancy Pelosi (D),N00007360,2500,American Dental Assn,10000,12500,2014
4,Nancy Pelosi (D),N00007360,11150,Stanford University,0,11150,2014
5,Nancy Pelosi (D),N00007360,10400,Certain Software Inc,0,10400,2014
6,Nancy Pelosi (D),N00007360,10400,Chartwell Hotels,0,10400,2014
7,Nancy Pelosi (D),N00007360,10400,Ira & Lenore Gershwin Trust,0,10400,2014
8,Nancy Pelosi (D),N00007360,10400,Mackenzie Patterson Fuller,0,10400,2014
9,Nancy Pelosi (D),N00007360,10400,Marcus & Millichap,0,10400,2014
0,Nancy Pelosi (D),N00007360,6450,Facebook Inc,10000,16450,2016
1,Nancy Pelosi (D),N00007360,5875,Google Inc,10000,15875,2016
2,Nancy Pelosi (D),N00007360,5400,Intel Corp,10000,15400,2016
3,Nancy Pelosi (D),N00007360,1566,Boeing Co,10000,11566,2016
4,Nancy Pelosi (D),N00007360,892,Oracle Corp,10000,10892,2016
5,Nancy Pelosi (D),N00007360,10800,Certain Software Inc,0,10800,2016
6,Nancy Pelosi (D),N00007360,10800,Mackenzie Capital Management,0,10800,2016
7,Nancy Pelosi (D),N00007360,10800,Marcus & Millichap,0,10800,2016
8,Nancy Pelosi (D),N00007360,10800,Peter G Peterson Foundation,0,10800,2016
9,Nancy Pelosi (D),N00007360,10800,R&S Assoc,0,10800,2016
0,Nancy Pelosi (D),N00007360,5500,Facebook Inc,10000,15500,2018
1,Nancy Pelosi (D),N00007360,11650,Salesforce.com,2500,14150,2018
2,Nancy Pelosi (D),N00007360,5560,Intel Corp,7500,13060,2018
3,Nancy Pelosi (D),N00007360,2750,Amazon.com,10000,12750,2018
4,Nancy Pelosi (D),N00007360,1931,Google Inc,10000,11931,2018
5,Nancy Pelosi (D),N00007360,1000,National Football League,10000,11000,2018
6,Nancy Pelosi (D),N00007360,10830,"Lieff, Cabraser et al",0,10830,2018
7,Nancy Pelosi (D),N00007360,10800,Certain Software Inc,0,10800,2018
8,Nancy Pelosi (D),N00007360,10800,Flynn Investments,0,10800,2018
9,Nancy Pelosi (D),N00007360,10800,Puma Springs Vineyards,0,10800,2018
