,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Michael R Turner (R),N00025175,55600,Lockheed Martin,8000,63600,2010
1,Michael R Turner (R),N00025175,25200,Sugar Creek Packing,0,25200,2010
2,Michael R Turner (R),N00025175,0,L3Harris Technologies,20000,20000,2010
3,Michael R Turner (R),N00025175,11200,Adams Robinson Enterprises,0,11200,2010
4,Michael R Turner (R),N00025175,11200,Berry Investments,0,11200,2010
5,Michael R Turner (R),N00025175,11200,Schear Financial Services,0,11200,2010
6,Michael R Turner (R),N00025175,10800,Oberer Companies,0,10800,2010
7,Michael R Turner (R),N00025175,10400,Clark Industries Group,0,10400,2010
8,Michael R Turner (R),N00025175,0,BAE Systems,10000,10000,2010
9,Michael R Turner (R),N00025175,0,Deloitte LLP,10000,10000,2010
0,Michael R Turner (R),N00025175,48000,Sugar Creek Packing,0,48000,2012
1,Michael R Turner (R),N00025175,8725,Radiance Technologies,10000,18725,2012
2,Michael R Turner (R),N00025175,17500,Mills-Morgan Development,0,17500,2012
3,Michael R Turner (R),N00025175,4775,Leidos Inc,10000,14775,2012
4,Michael R Turner (R),N00025175,13500,Design Knowledge Co,0,13500,2012
5,Michael R Turner (R),N00025175,12050,Kettering Medical Center,0,12050,2012
6,Michael R Turner (R),N00025175,12000,Adams Robinson Enterprises,0,12000,2012
7,Michael R Turner (R),N00025175,12000,First Tool Corp,0,12000,2012
8,Michael R Turner (R),N00025175,10250,Greentree Group,0,10250,2012
9,Michael R Turner (R),N00025175,10250,Schear Financial Services,0,10250,2012
0,Michael R Turner (R),N00025175,30600,Sugar Creek Packing,0,30600,2014
1,Michael R Turner (R),N00025175,15400,Mills-Morgan Development,0,15400,2014
2,Michael R Turner (R),N00025175,1000,Northrop Grumman,10000,11000,2014
3,Michael R Turner (R),N00025175,850,Radiance Technologies,10000,10850,2014
4,Michael R Turner (R),N00025175,10000,Adams Robinson Enterprises,0,10000,2014
5,Michael R Turner (R),N00025175,0,American Kidney Stone Management,10000,10000,2014
6,Michael R Turner (R),N00025175,10000,Asheville Academy,0,10000,2014
7,Michael R Turner (R),N00025175,0,BAE Systems,10000,10000,2014
8,Michael R Turner (R),N00025175,0,Boeing Co,10000,10000,2014
9,Michael R Turner (R),N00025175,10000,Diggs Group,0,10000,2014
0,Michael R Turner (R),N00025175,34100,Lockheed Martin,10000,44100,2016
1,Michael R Turner (R),N00025175,21600,Sugar Creek Packing,0,21600,2016
2,Michael R Turner (R),N00025175,15228,Blackstone Group,0,15228,2016
3,Michael R Turner (R),N00025175,12050,Sawdey Solution Services,0,12050,2016
4,Michael R Turner (R),N00025175,10800,Adams Robinson Enterprises,0,10800,2016
5,Michael R Turner (R),N00025175,10800,Berry Investments,0,10800,2016
6,Michael R Turner (R),N00025175,10800,Projects Unlimited,0,10800,2016
7,Michael R Turner (R),N00025175,0,Radiance Technologies,10800,10800,2016
8,Michael R Turner (R),N00025175,10800,Rex American,0,10800,2016
9,Michael R Turner (R),N00025175,10400,Mills-Morgan Development,0,10400,2016
0,Michael R Turner (R),N00025175,37800,Sugar Creek Packing,0,37800,2018
1,Michael R Turner (R),N00025175,17750,BAE Systems,10000,27750,2018
2,Michael R Turner (R),N00025175,9600,MacAndrews & Forbes,10000,19600,2018
3,Michael R Turner (R),N00025175,15000,Gosiger Inc,0,15000,2018
4,Michael R Turner (R),N00025175,3700,Lockheed Martin,10000,13700,2018
5,Michael R Turner (R),N00025175,0,Tuesday Group PAC,12500,12500,2018
6,Michael R Turner (R),N00025175,3000,General Dynamics,9000,12000,2018
7,Michael R Turner (R),N00025175,11500,Kettering Health Network,0,11500,2018
8,Michael R Turner (R),N00025175,11250,Voss Auto,0,11250,2018
9,Michael R Turner (R),N00025175,1000,Boeing Co,10000,11000,2018
