,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Lisa Blunt Rochester (D),N00038414,12950,Discover Financial Services,7500,20450,2018
1,Lisa Blunt Rochester (D),N00038414,7160,DowDuPont,9000,16160,2018
2,Lisa Blunt Rochester (D),N00038414,0,United Auto Workers,15000,15000,2018
3,Lisa Blunt Rochester (D),N00038414,0,Ernst & Young,12500,12500,2018
4,Lisa Blunt Rochester (D),N00038414,100,Bank of America,10500,10600,2018
5,Lisa Blunt Rochester (D),N00038414,250,Honeywell International,9883,10133,2018
6,Lisa Blunt Rochester (D),N00038414,5,BASF Corp,10000,10005,2018
7,Lisa Blunt Rochester (D),N00038414,1,New York Life Insurance,10000,10001,2018
8,Lisa Blunt Rochester (D),N00038414,0,American Crystal Sugar,10000,10000,2018
9,Lisa Blunt Rochester (D),N00038414,0,American Federation of Teachers,10000,10000,2018
0,Matt Gaetz (R),N00039503,35000,Lewis Bear Co,0,35000,2016
1,Matt Gaetz (R),N00039503,27000,Surterra Holdings,0,27000,2016
2,Matt Gaetz (R),N00039503,15000,Costa Farms,0,15000,2016
3,Matt Gaetz (R),N00039503,13500,ICI Homes,0,13500,2016
4,Matt Gaetz (R),N00039503,1200,Lockheed Martin,10000,11200,2016
5,Matt Gaetz (R),N00039503,10800,Capital Partners,0,10800,2016
6,Matt Gaetz (R),N00039503,10800,Florida State Legislature,0,10800,2016
7,Matt Gaetz (R),N00039503,10800,Smith Energy,0,10800,2016
8,Matt Gaetz (R),N00039503,10800,Valparaiso Realty,0,10800,2016
9,Matt Gaetz (R),N00039503,10000,GULF COAST HEALTH CARE,0,10000,2016
0,Matt Gaetz (R),N00039503,37000,Lewis Bear Co,0,37000,2018
1,Matt Gaetz (R),N00039503,16500,Ballard Partners,0,16500,2018
2,Matt Gaetz (R),N00039503,15000,"Carr, Riggs & Ingram",0,15000,2018
3,Matt Gaetz (R),N00039503,14300,Howard Group,0,14300,2018
4,Matt Gaetz (R),N00039503,2200,Lockheed Martin,10000,12200,2018
5,Matt Gaetz (R),N00039503,10800,Columbia Care,0,10800,2018
6,Matt Gaetz (R),N00039503,10800,Surterra Holdings,0,10800,2018
7,Matt Gaetz (R),N00039503,10800,Terhaar & Cronley Development Co,0,10800,2018
8,Matt Gaetz (R),N00039503,10800,Valparaiso Realty,0,10800,2018
9,Matt Gaetz (R),N00039503,0,Majority Cmte PAC,10000,10000,2018
0,Neal Dunn (R),N00037442,20000,Lewis Bear Co,0,20000,2016
1,Neal Dunn (R),N00037442,16560,Urology Specialists of W Fla,0,16560,2016
2,Neal Dunn (R),N00037442,13750,Atlantic Urological Assoc,0,13750,2016
3,Neal Dunn (R),N00037442,10800,Tensley,0,10800,2016
4,Neal Dunn (R),N00037442,0,American Assn of Clinical Urologists,10000,10000,2016
5,Neal Dunn (R),N00037442,0,American College of Surgeons Prof Assn,10000,10000,2016
6,Neal Dunn (R),N00037442,0,American Kidney Stone Management,10000,10000,2016
7,Neal Dunn (R),N00037442,0,American Medical Assn,10000,10000,2016
8,Neal Dunn (R),N00037442,0,Ernst & Young,10000,10000,2016
9,Neal Dunn (R),N00037442,0,John Bolton PAC,10000,10000,2016
0,Neal Dunn (R),N00037442,25300,Advanced Urology Institute,0,25300,2018
1,Neal Dunn (R),N00037442,22700,Atlantic Urological Assoc,0,22700,2018
2,Neal Dunn (R),N00037442,15370,Michigan Institute of Urology,0,15370,2018
3,Neal Dunn (R),N00037442,11300,Advanced Urology Specialists,0,11300,2018
4,Neal Dunn (R),N00037442,10800,Assoc for Urology Care,0,10800,2018
5,Neal Dunn (R),N00037442,10800,Great South Timber,0,10800,2018
6,Neal Dunn (R),N00037442,0,American Bankers Assn,10000,10000,2018
7,Neal Dunn (R),N00037442,0,American College of Radiology,10000,10000,2018
8,Neal Dunn (R),N00037442,0,American Kidney Stone Management,10000,10000,2018
9,Neal Dunn (R),N00037442,0,American Optometric Assn,10000,10000,2018
