,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Jim Langevin (D),N00009724,11000,General Dynamics,10000,21000,2016
1,Jim Langevin (D),N00009724,10800,Northrop Grumman,10000,20800,2016
2,Jim Langevin (D),N00009724,16850,Electric Boat Corp,0,16850,2016
3,Jim Langevin (D),N00009724,14700,Carl Weinberg & Co,0,14700,2016
4,Jim Langevin (D),N00009724,3250,Raytheon Co,10000,13250,2016
5,Jim Langevin (D),N00009724,10800,Aloha Partners,0,10800,2016
6,Jim Langevin (D),N00009724,10621,Veteran's Assembled Electronics,0,10621,2016
7,Jim Langevin (D),N00009724,500,Boeing Co,10000,10500,2016
8,Jim Langevin (D),N00009724,500,Deloitte LLP,10000,10500,2016
9,Jim Langevin (D),N00009724,300,United Food & Commercial Workers Union,10000,10300,2016
0,Jim Langevin (D),N00009724,16150,General Dynamics,10000,26150,2018
1,Jim Langevin (D),N00009724,10800,Northrop Grumman,10000,20800,2018
2,Jim Langevin (D),N00009724,14850,Electric Boat Corp,0,14850,2018
3,Jim Langevin (D),N00009724,3250,Raytheon Co,10000,13250,2018
4,Jim Langevin (D),N00009724,10800,Aloha Partners,0,10800,2018
5,Jim Langevin (D),N00009724,10400,"Mandell, Schwartz & Boisclair",0,10400,2018
6,Jim Langevin (D),N00009724,0,American Assn for Justice,10000,10000,2018
7,Jim Langevin (D),N00009724,0,American College of Emergency Physicians,10000,10000,2018
8,Jim Langevin (D),N00009724,0,American Federation of Teachers,10000,10000,2018
9,Jim Langevin (D),N00009724,0,Boeing Co,10000,10000,2018
0,James Lankford (R),N00031129,29200,Devon Energy,10000,39200,2010
1,James Lankford (R),N00031129,25600,Energy Transfer Partners,5000,30600,2010
2,James Lankford (R),N00031129,25850,Bancfirst,1500,27350,2010
3,James Lankford (R),N00031129,24112,Pelco Structural,0,24112,2010
4,James Lankford (R),N00031129,22600,Senior Star,0,22600,2010
5,James Lankford (R),N00031129,21600,Mathena Inc,0,21600,2010
6,James Lankford (R),N00031129,10800,Koch Industries,10000,20800,2010
7,James Lankford (R),N00031129,19500,Hanor Co,0,19500,2010
8,James Lankford (R),N00031129,19250,Chickasaw Nation,0,19250,2010
9,James Lankford (R),N00031129,16959,Oklahoma Heart Hospital,0,16959,2010
0,James Lankford (R),N00031129,14300,Devon Energy,10000,24300,2012
1,James Lankford (R),N00031129,18250,OGE Energy,5000,23250,2012
2,James Lankford (R),N00031129,12000,Downing Wellhead Equipment,0,12000,2012
3,James Lankford (R),N00031129,11000,Paycom,0,11000,2012
4,James Lankford (R),N00031129,500,Chesapeake Energy,10000,10500,2012
5,James Lankford (R),N00031129,0,Every Republican is Crucial PAC,10000,10000,2012
6,James Lankford (R),N00031129,0,Ernst & Young,9000,9000,2012
7,James Lankford (R),N00031129,0,American Bankers Assn,8500,8500,2012
8,James Lankford (R),N00031129,3000,ProCure Treatment Centers,5000,8000,2012
9,James Lankford (R),N00031129,2500,Buffalo Wild Wings,5000,7500,2012
0,James Lankford (R),N00031129,36610,Devon Energy,10000,46610,2014
1,James Lankford (R),N00031129,10090,OGE Energy,9500,19590,2014
2,James Lankford (R),N00031129,6100,Chesapeake Energy,10000,16100,2014
3,James Lankford (R),N00031129,15600,Downing Wellhead Equipment,0,15600,2014
4,James Lankford (R),N00031129,15600,Mathena Inc,0,15600,2014
5,James Lankford (R),N00031129,15500,Jma Energy,0,15500,2014
6,James Lankford (R),N00031129,14900,Continental Resources,0,14900,2014
7,James Lankford (R),N00031129,5200,Koch Industries,9500,14700,2014
8,James Lankford (R),N00031129,3600,Murray Energy,10000,13600,2014
9,James Lankford (R),N00031129,12050,Bancfirst,1000,13050,2014
