,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Paul Gosar (R),N00030771,12500,Services Group of America,10000,22500,2012
1,Paul Gosar (R),N00030771,1750,Pinnacle West Capital,11000,12750,2012
2,Paul Gosar (R),N00030771,500,American Dental Assn,10000,10500,2012
3,Paul Gosar (R),N00030771,0,American Academy of Pediatric Dentistry,10000,10000,2012
4,Paul Gosar (R),N00030771,0,American Assn of Orthodontists,10000,10000,2012
5,Paul Gosar (R),N00030771,0,American Assn/Oral & Maxillofacial Surg,10000,10000,2012
6,Paul Gosar (R),N00030771,0,Bluegrass Cmte,10000,10000,2012
7,Paul Gosar (R),N00030771,0,Every Republican is Crucial PAC,10000,10000,2012
8,Paul Gosar (R),N00030771,0,Freedom Project,10000,10000,2012
9,Paul Gosar (R),N00030771,0,SarahPAC,10000,10000,2012
0,Paul Gosar (R),N00030771,4850,Pinnacle West Capital,14000,18850,2014
1,Paul Gosar (R),N00030771,750,American Dental Assn,10000,10750,2014
2,Paul Gosar (R),N00030771,0,American Academy of Pediatric Dentistry,10000,10000,2014
3,Paul Gosar (R),N00030771,0,American Assn of Orthodontists,10000,10000,2014
4,Paul Gosar (R),N00030771,0,American Assn/Oral & Maxillofacial Surg,10000,10000,2014
5,Paul Gosar (R),N00030771,0,American Kidney Stone Management,10000,10000,2014
6,Paul Gosar (R),N00030771,0,American Society of Anesthesiologists,10000,10000,2014
7,Paul Gosar (R),N00030771,0,Freeport-McMoRan,10000,10000,2014
8,Paul Gosar (R),N00030771,0,National Beer Wholesalers Assn,7500,7500,2014
9,Paul Gosar (R),N00030771,0,American College of Radiology,7000,7000,2014
0,Paul Gosar (R),N00030771,6350,American Dental Assn,8813,15163,2016
1,Paul Gosar (R),N00030771,4250,Freeport-McMoRan,10000,14250,2016
2,Paul Gosar (R),N00030771,500,Pinnacle West Capital,10000,10500,2016
3,Paul Gosar (R),N00030771,0,American Academy of Pediatric Dentistry,10000,10000,2016
4,Paul Gosar (R),N00030771,0,American Assn of Orthodontists,10000,10000,2016
5,Paul Gosar (R),N00030771,0,American Assn/Oral & Maxillofacial Surg,10000,10000,2016
6,Paul Gosar (R),N00030771,0,American Kidney Stone Management,10000,10000,2016
7,Paul Gosar (R),N00030771,0,American Society of Anesthesiologists,10000,10000,2016
8,Paul Gosar (R),N00030771,3200,House Freedom Fund,5000,8200,2016
9,Paul Gosar (R),N00030771,8100,College Loan Corp,0,8100,2016
0,Paul Gosar (R),N00030771,16385,House Freedom Fund,10000,26385,2018
1,Paul Gosar (R),N00030771,4250,American Dental Assn,10000,14250,2018
2,Paul Gosar (R),N00030771,1000,Freeport-McMoRan,10000,11000,2018
3,Paul Gosar (R),N00030771,10800,Bill Luke Chrysler/Jeep/Dodge,0,10800,2018
4,Paul Gosar (R),N00030771,0,American Academy of Pediatric Dentistry,10000,10000,2018
5,Paul Gosar (R),N00030771,0,American Assn/Oral & Maxillofacial Surg,10000,10000,2018
6,Paul Gosar (R),N00030771,0,American Kidney Stone Management,10000,10000,2018
7,Paul Gosar (R),N00030771,0,Pinnacle West Capital,10000,10000,2018
8,Paul Gosar (R),N00030771,0,CEMEX Inc,7500,7500,2018
9,Paul Gosar (R),N00030771,0,National Rural Electric Cooperative Assn,7500,7500,2018
0,Kay Granger (R),N00008799,65000,Lockheed Martin,9000,74000,2010
1,Kay Granger (R),N00008799,20600,General Atomics,5000,25600,2010
2,Kay Granger (R),N00008799,0,L3Harris Technologies,20000,20000,2010
3,Kay Granger (R),N00008799,3500,SpaceX,10000,13500,2010
4,Kay Granger (R),N00008799,11200,Lmbi LP,0,11200,2010
5,Kay Granger (R),N00008799,0,Ball Corp,10000,10000,2010
6,Kay Granger (R),N00008799,0,Bass Brothers Enterprises,10000,10000,2010
7,Kay Granger (R),N00008799,0,Defend America PAC,10000,10000,2010
8,Kay Granger (R),N00008799,0,General Dynamics,10000,10000,2010
9,Kay Granger (R),N00008799,0,Honeywell International,10000,10000,2010
