,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Michael Waltz (R),N00042403,14800,Bgc,0,14800,2018
1,Michael Waltz (R),N00042403,13500,Alticor Inc,0,13500,2018
2,Michael Waltz (R),N00042403,13000,State of Florida,0,13000,2018
3,Michael Waltz (R),N00042403,10800,Florida East Coast Industries,2000,12800,2018
4,Michael Waltz (R),N00042403,10800,Charles Wayne Properties,0,10800,2018
5,Michael Waltz (R),N00042403,10800,Forland Groover Clinic,0,10800,2018
6,Michael Waltz (R),N00042403,10800,Smart Pharmacy,0,10800,2018
7,Michael Waltz (R),N00042403,10800,TMM Cares,0,10800,2018
8,Michael Waltz (R),N00042403,0,Majority Cmte PAC,10000,10000,2018
9,Michael Waltz (R),N00042403,0,National Assn of Realtors,10000,10000,2018
0,Ross Spano (R),N00043319,36352,Club for Growth,0,36352,2018
1,Ross Spano (R),N00043319,16000,Vacation Innovations LLC,0,16000,2018
2,Ross Spano (R),N00043319,10800,Florida Crystals,0,10800,2018
3,Ross Spano (R),N00043319,10799,Peregrine Defense Solutions LLC,0,10799,2018
4,Ross Spano (R),N00043319,0,Credit Union National Assn,10000,10000,2018
5,Ross Spano (R),N00043319,0,Majority Cmte PAC,10000,10000,2018
6,Ross Spano (R),N00043319,0,National Assn of Realtors,10000,10000,2018
7,Ross Spano (R),N00043319,0,Reclaim America PAC,10000,10000,2018
8,Ross Spano (R),N00043319,8350,State of Florida,0,8350,2018
9,Ross Spano (R),N00043319,8100,Alternative Energy Applications,0,8100,2018
0,Greg Steube (R),N00042808,112204,Club for Growth,0,112204,2018
1,Greg Steube (R),N00042808,85460,House Freedom Fund,10000,95460,2018
2,Greg Steube (R),N00042808,12500,US Sugar,2500,15000,2018
3,Greg Steube (R),N00042808,0,American Assn for Justice,10000,10000,2018
4,Greg Steube (R),N00042808,0,Credit Union National Assn,10000,10000,2018
5,Greg Steube (R),N00042808,0,Koch Industries,10000,10000,2018
6,Greg Steube (R),N00042808,0,National Assn of Realtors,10000,10000,2018
7,Greg Steube (R),N00042808,0,American Bankers Assn,8000,8000,2018
8,Greg Steube (R),N00042808,0,With Honor PAC,7700,7700,2018
9,Greg Steube (R),N00042808,0,Associated Builders & Contractors,7500,7500,2018
0,Debbie Mucarsel-Powell (D),N00041561,112089,EMILY's List,10000,122089,2018
1,Debbie Mucarsel-Powell (D),N00041561,44366,JStreetPAC,4290,48656,2018
2,Debbie Mucarsel-Powell (D),N00041561,42868,Swing Left,25,42893,2018
3,Debbie Mucarsel-Powell (D),N00041561,31500,AmeriPAC: The Fund for a Greater America,10000,41500,2018
4,Debbie Mucarsel-Powell (D),N00041561,16735,Democratic Congressional Campaign Cmte,9838,26573,2018
5,Debbie Mucarsel-Powell (D),N00041561,18900,DE Shaw & Co,0,18900,2018
6,Debbie Mucarsel-Powell (D),N00041561,16506,Google Inc,0,16506,2018
7,Debbie Mucarsel-Powell (D),N00041561,16211,Insight Venture Partners,0,16211,2018
8,Debbie Mucarsel-Powell (D),N00041561,16200,Bessemer Venture Partners,0,16200,2018
9,Debbie Mucarsel-Powell (D),N00041561,16200,Centerview Partners,0,16200,2018
0,Donna Shalala (D),N00042811,101833,University of Miami,0,101833,2018
1,Donna Shalala (D),N00042811,33083,JStreetPAC,4000,37083,2018
2,Donna Shalala (D),N00042811,36291,Swing Left,50,36341,2018
3,Donna Shalala (D),N00042811,29400,Greenberg Traurig LLP,2000,31400,2018
4,Donna Shalala (D),N00042811,17200,Mednax Inc,10000,27200,2018
5,Donna Shalala (D),N00042811,16200,Southern Glazer's Wine & Spirits,10000,26200,2018
6,Donna Shalala (D),N00042811,10003,Service Employees International Union,10000,20003,2018
7,Donna Shalala (D),N00042811,16250,Turnberry Assoc,0,16250,2018
8,Donna Shalala (D),N00042811,16200,Discover Financial Services,0,16200,2018
9,Donna Shalala (D),N00042811,16200,PLC Investments,0,16200,2018
