,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Glenn S Grothman (R),N00036409,8900,Michels Corp,2600,11500,2014
1,Glenn S Grothman (R),N00036409,0,Freedom Project,10000,10000,2014
2,Glenn S Grothman (R),N00036409,0,Majority Cmte PAC,10000,10000,2014
3,Glenn S Grothman (R),N00036409,0,New Pioneers PAC,10000,10000,2014
4,Glenn S Grothman (R),N00036409,0,Prosperity Action,10000,10000,2014
5,Glenn S Grothman (R),N00036409,9700,JJ Keller & Assoc,0,9700,2014
6,Glenn S Grothman (R),N00036409,9100,Weimer Bearing & Transmission,0,9100,2014
7,Glenn S Grothman (R),N00036409,7800,Windway Capital,0,7800,2014
8,Glenn S Grothman (R),N00036409,7700,Uline Inc,0,7700,2014
9,Glenn S Grothman (R),N00036409,7500,Terhaar & Cronley,0,7500,2014
0,Glenn S Grothman (R),N00036409,4200,Oshkosh Corp,15000,19200,2016
1,Glenn S Grothman (R),N00036409,16050,Michels Corp,0,16050,2016
2,Glenn S Grothman (R),N00036409,13300,Sargento Foods,0,13300,2016
3,Glenn S Grothman (R),N00036409,0,Koch Industries,12500,12500,2016
4,Glenn S Grothman (R),N00036409,0,Brunswick Corp,10000,10000,2016
5,Glenn S Grothman (R),N00036409,0,Prosperity Action,10000,10000,2016
6,Glenn S Grothman (R),N00036409,1000,Honeywell International,7998,8998,2016
7,Glenn S Grothman (R),N00036409,8100,Continental Properties,0,8100,2016
8,Glenn S Grothman (R),N00036409,0,CMR PAC,7500,7500,2016
9,Glenn S Grothman (R),N00036409,330,Thrivent Financial,7000,7330,2016
0,Glenn S Grothman (R),N00036409,13800,Northwestern Mutual Life Insurance,10000,23800,2018
1,Glenn S Grothman (R),N00036409,17200,Continental Properties,0,17200,2018
2,Glenn S Grothman (R),N00036409,16900,Sargento Foods,0,16900,2018
3,Glenn S Grothman (R),N00036409,5610,Oshkosh Corp,10000,15610,2018
4,Glenn S Grothman (R),N00036409,1000,Thrivent Financial,10000,11000,2018
5,Glenn S Grothman (R),N00036409,10800,Michels Pipeline Construction,0,10800,2018
6,Glenn S Grothman (R),N00036409,10800,Speed Systems Inc,0,10800,2018
7,Glenn S Grothman (R),N00036409,10100,Hentzen Coatings,0,10100,2018
8,Glenn S Grothman (R),N00036409,0,American Bankers Assn,10000,10000,2018
9,Glenn S Grothman (R),N00036409,0,American Crystal Sugar,10000,10000,2018
0,Alex Mooney (R),N00033814,5700,Murray Energy,10000,15700,2014
1,Alex Mooney (R),N00033814,15000,Nutramax Laboratories,0,15000,2014
2,Alex Mooney (R),N00033814,12700,Base Connect,0,12700,2014
3,Alex Mooney (R),N00033814,12400,Smart Pharmacy,0,12400,2014
4,Alex Mooney (R),N00033814,6600,Patriot Coal Corp,5000,11600,2014
5,Alex Mooney (R),N00033814,11600,Response America,0,11600,2014
6,Alex Mooney (R),N00033814,10400,Cios De La Tech,0,10400,2014
7,Alex Mooney (R),N00033814,10400,Fischer Homes,0,10400,2014
8,Alex Mooney (R),N00033814,10400,Kirkland & Ellis,0,10400,2014
9,Alex Mooney (R),N00033814,10400,MBF Healthcare Partners,0,10400,2014
0,Alex Mooney (R),N00033814,29200,American Medical Facilities Management,0,29200,2016
1,Alex Mooney (R),N00033814,25800,Nutramax Laboratories,0,25800,2016
2,Alex Mooney (R),N00033814,17200,Franklin Resources,0,17200,2016
3,Alex Mooney (R),N00033814,14500,Smart Pharmacy,0,14500,2016
4,Alex Mooney (R),N00033814,10800,Florida Crystals,0,10800,2016
5,Alex Mooney (R),N00033814,10800,Park Square Realty,0,10800,2016
6,Alex Mooney (R),N00033814,10400,Clos De La Tech,0,10400,2016
7,Alex Mooney (R),N00033814,0,Alpha Natural Resources,10000,10000,2016
8,Alex Mooney (R),N00033814,0,American Assn of Orthopaedic Surgeons,10000,10000,2016
9,Alex Mooney (R),N00033814,0,Deloitte LLP,10000,10000,2016
