,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Brian Fitzpatrick (R),N00038779,16400,Cash Transit Solutions LLC,0,16400,2016
1,Brian Fitzpatrick (R),N00038779,13500,ShopRite,0,13500,2016
2,Brian Fitzpatrick (R),N00038779,13500,Silvi Concrete,0,13500,2016
3,Brian Fitzpatrick (R),N00038779,13400,Catalyst Outdoor,0,13400,2016
4,Brian Fitzpatrick (R),N00038779,12800,Bizlender LLC,0,12800,2016
5,Brian Fitzpatrick (R),N00038779,6700,Comcast Corp,5000,11700,2016
6,Brian Fitzpatrick (R),N00038779,11550,Fred Beans Auto Group,0,11550,2016
7,Brian Fitzpatrick (R),N00038779,10800,Commonwealth of Pennsylvania,0,10800,2016
8,Brian Fitzpatrick (R),N00038779,10800,Ejr Companies,0,10800,2016
9,Brian Fitzpatrick (R),N00038779,10800,Glenn Distributors,0,10800,2016
0,Brian Fitzpatrick (R),N00038779,18800,Comcast Corp,10000,28800,2018
1,Brian Fitzpatrick (R),N00038779,0,International Assn of Fire Fighters,15000,15000,2018
2,Brian Fitzpatrick (R),N00038779,0,Tuesday Group PAC,15000,15000,2018
3,Brian Fitzpatrick (R),N00038779,5500,Cozen O'Connor,9000,14500,2018
4,Brian Fitzpatrick (R),N00038779,5250,Independence Blue Cross,9200,14450,2018
5,Brian Fitzpatrick (R),N00038779,0,National Assn of Letter Carriers,13500,13500,2018
6,Brian Fitzpatrick (R),N00038779,13500,Silvi Concrete,0,13500,2018
7,Brian Fitzpatrick (R),N00038779,12800,ShopRite,0,12800,2018
8,Brian Fitzpatrick (R),N00038779,12650,Newtown Athletic Club,0,12650,2018
9,Brian Fitzpatrick (R),N00038779,100,New York Life Insurance,12500,12600,2018
0,Lloyd Smucker (R),N00038781,24600,Wenger Group,0,24600,2016
1,Lloyd Smucker (R),N00038781,16200,Benchmark Construction,0,16200,2016
2,Lloyd Smucker (R),N00038781,15800,High Companies,0,15800,2016
3,Lloyd Smucker (R),N00038781,13500,Worley & Obetz,0,13500,2016
4,Lloyd Smucker (R),N00038781,10800,Four Seasons Produce,0,10800,2016
5,Lloyd Smucker (R),N00038781,10800,Medgenics,0,10800,2016
6,Lloyd Smucker (R),N00038781,10800,Rodgers & Assoc,0,10800,2016
7,Lloyd Smucker (R),N00038781,10800,Tw Ponessa,0,10800,2016
8,Lloyd Smucker (R),N00038781,10800,Wholeson Construction,0,10800,2016
9,Lloyd Smucker (R),N00038781,10800,Witmer McCoy,0,10800,2016
0,Lloyd Smucker (R),N00038781,21600,Simplified Labor Staffing Solutions,0,21600,2018
1,Lloyd Smucker (R),N00038781,18900,Chartwell Staffing Solutions,0,18900,2018
2,Lloyd Smucker (R),N00038781,12800,Odell Studner,0,12800,2018
3,Lloyd Smucker (R),N00038781,0,National Beer Wholesalers Assn,12500,12500,2018
4,Lloyd Smucker (R),N00038781,0,National Roofing Contractors Assn,12000,12000,2018
5,Lloyd Smucker (R),N00038781,0,Bill PAC (Shuster),11500,11500,2018
6,Lloyd Smucker (R),N00038781,8500,Fulton Financial,3000,11500,2018
7,Lloyd Smucker (R),N00038781,0,Republican Main Street Partnership,11000,11000,2018
8,Lloyd Smucker (R),N00038781,11000,Tw Ponessa,0,11000,2018
9,Lloyd Smucker (R),N00038781,10800,Ariel Corp,0,10800,2018
0,Jenniffer Gonzalez (3),N00037615,15731,Politank,0,15731,2016
1,Jenniffer Gonzalez (3),N00037615,12800,Empresas Fonalledas,0,12800,2016
2,Jenniffer Gonzalez (3),N00037615,12799,Ferraiuoli LLC,0,12799,2016
3,Jenniffer Gonzalez (3),N00037615,10000,Lga Strategies,0,10000,2016
4,Jenniffer Gonzalez (3),N00037615,8800,Coca-Cola Co,1000,9800,2016
5,Jenniffer Gonzalez (3),N00037615,8975,McConnell Valdes LLC,0,8975,2016
6,Jenniffer Gonzalez (3),N00037615,8100,Guillermety & Kelly,0,8100,2016
7,Jenniffer Gonzalez (3),N00037615,7000,South American Restaurant,0,7000,2016
8,Jenniffer Gonzalez (3),N00037615,6500,"Bdo Puerto Rico, Psc",0,6500,2016
9,Jenniffer Gonzalez (3),N00037615,5400,DCI Group,1000,6400,2016
