,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Tulsi Gabbard (D),N00033281,16210,American Spraytech LLC,0,16210,2018
1,Tulsi Gabbard (D),N00033281,13700,Upcountry Fitness,0,13700,2018
2,Tulsi Gabbard (D),N00033281,10800,At Last Sportswear,0,10800,2018
3,Tulsi Gabbard (D),N00033281,10800,Dallas Ent Head & Neck Surgery,0,10800,2018
4,Tulsi Gabbard (D),N00033281,10800,Mosaic Media Group,0,10800,2018
5,Tulsi Gabbard (D),N00033281,10800,MS International,0,10800,2018
6,Tulsi Gabbard (D),N00033281,7500,Environet Inc,0,7500,2018
7,Tulsi Gabbard (D),N00033281,7400,Star Pipe Products,0,7400,2018
8,Tulsi Gabbard (D),N00033281,7300,Pari Enterprises,0,7300,2018
9,Tulsi Gabbard (D),N00033281,2000,Matson Inc,5000,7000,2018
0,Tammy Duckworth (D),N00027860,96498,EMILY's List,5000,101498,2012
1,Tammy Duckworth (D),N00027860,58700,JStreetPAC,5000,63700,2012
2,Tammy Duckworth (D),N00027860,24850,Kirkland & Ellis,0,24850,2012
3,Tammy Duckworth (D),N00027860,19500,Democratic Congressional Campaign Cmte,5144,24644,2012
4,Tammy Duckworth (D),N00027860,22500,Thornton Law Firm,0,22500,2012
5,Tammy Duckworth (D),N00027860,8803,League of Conservation Voters,9100,17903,2012
6,Tammy Duckworth (D),N00027860,7750,Edwards Wildman Palmer,10000,17750,2012
7,Tammy Duckworth (D),N00027860,16482,Grosvenor Capital Management,0,16482,2012
8,Tammy Duckworth (D),N00027860,16250,Mesirow Financial,0,16250,2012
9,Tammy Duckworth (D),N00027860,10050,DLA Piper,5000,15050,2012
0,Tammy Duckworth (D),N00027860,22000,JStreetPAC,0,22000,2014
1,Tammy Duckworth (D),N00027860,10257,Express Scripts,10000,20257,2014
2,Tammy Duckworth (D),N00027860,17250,Willis Group Holdings,0,17250,2014
3,Tammy Duckworth (D),N00027860,8210,Oshkosh Corp,9000,17210,2014
4,Tammy Duckworth (D),N00027860,16650,Kirkland & Ellis,0,16650,2014
5,Tammy Duckworth (D),N00027860,1987,American Orthotic & Prosthetic Assn,14000,15987,2014
6,Tammy Duckworth (D),N00027860,5200,League of Conservation Voters,8999,14199,2014
7,Tammy Duckworth (D),N00027860,5150,Health Care Service Corp,7000,12150,2014
8,Tammy Duckworth (D),N00027860,11750,Simmons Hanly Conroy,0,11750,2014
9,Tammy Duckworth (D),N00027860,0,Credit Union National Assn,11000,11000,2014
0,Tammy Duckworth (D),N00027860,417935,EMILY's List,10000,427935,2016
1,Tammy Duckworth (D),N00027860,183207,JStreetPAC,5000,188207,2016
2,Tammy Duckworth (D),N00027860,166318,League of Conservation Voters,10000,176318,2016
3,Tammy Duckworth (D),N00027860,131775,Simmons Hanly Conroy,0,131775,2016
4,Tammy Duckworth (D),N00027860,0,Democratic Senatorial Campaign Cmte,46800,46800,2016
5,Tammy Duckworth (D),N00027860,45087,Council for a Livable World,0,45087,2016
6,Tammy Duckworth (D),N00027860,35610,Kirkland & Ellis,0,35610,2016
7,Tammy Duckworth (D),N00027860,30200,Cooney & Conway,0,30200,2016
8,Tammy Duckworth (D),N00027860,29534,Willis Towers Watson,0,29534,2016
9,Tammy Duckworth (D),N00027860,27235,Womencount PAC,848,28083,2016
0,Rodney Davis (R),N00034784,40775,McDonald's Corp,5000,45775,2012
1,Rodney Davis (R),N00034784,11683,Brandt Consolidated,0,11683,2012
2,Rodney Davis (R),N00034784,10250,State Farm Insurance,0,10250,2012
3,Rodney Davis (R),N00034784,0,John S Fund,10000,10000,2012
4,Rodney Davis (R),N00034784,7500,Rural King Supply,0,7500,2012
5,Rodney Davis (R),N00034784,1550,Archer Daniels Midland,5000,6550,2012
6,Rodney Davis (R),N00034784,2500,Motorola Solutions,4000,6500,2012
7,Rodney Davis (R),N00034784,6500,United Contractors Midwest,0,6500,2012
8,Rodney Davis (R),N00034784,6000,Alliance Coal,0,6000,2012
9,Rodney Davis (R),N00034784,750,Caterpillar Inc,5000,5750,2012
