,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Tom Rice (R),N00033832,35750,Burroughs & Chapin,0,35750,2012
1,Tom Rice (R),N00033832,15000,Vallarino Construction,0,15000,2012
2,Tom Rice (R),N00033832,12500,CL Benton & Sons,0,12500,2012
3,Tom Rice (R),N00033832,10350,CM Tucker Lumber,0,10350,2012
4,Tom Rice (R),N00033832,0,American Institute of CPAs,10000,10000,2012
5,Tom Rice (R),N00033832,0,Boeing Co,10000,10000,2012
6,Tom Rice (R),N00033832,10000,Defender Resort Management,0,10000,2012
7,Tom Rice (R),N00033832,0,Every Republican is Crucial PAC,10000,10000,2012
8,Tom Rice (R),N00033832,0,Freedom Project,10000,10000,2012
9,Tom Rice (R),N00033832,10000,Hardee Construction,0,10000,2012
0,Tom Rice (R),N00033832,19700,CL Benton & Sons,0,19700,2014
1,Tom Rice (R),N00033832,17800,CM Tucker Lumber,0,17800,2014
2,Tom Rice (R),N00033832,13300,Burroughs & Chapin,0,13300,2014
3,Tom Rice (R),N00033832,3500,Blue Cross/Blue Shield of South Carolina,9500,13000,2014
4,Tom Rice (R),N00033832,500,Scana Corp,11000,11500,2014
5,Tom Rice (R),N00033832,10400,Envirosep,0,10400,2014
6,Tom Rice (R),N00033832,10400,Vallarino Construction,0,10400,2014
7,Tom Rice (R),N00033832,250,Boeing Co,10000,10250,2014
8,Tom Rice (R),N00033832,10200,Charles Ingram Lumber Co,0,10200,2014
9,Tom Rice (R),N00033832,10000,Connolly Coastal Capital,0,10000,2014
0,Tom Rice (R),N00033832,32400,CM Tucker Lumber,0,32400,2016
1,Tom Rice (R),N00033832,13500,Charles Ingram Lumber,0,13500,2016
2,Tom Rice (R),N00033832,10800,Envirosep,0,10800,2016
3,Tom Rice (R),N00033832,500,Fluor Corp,10000,10500,2016
4,Tom Rice (R),N00033832,0,American Institute of CPAs,10000,10000,2016
5,Tom Rice (R),N00033832,0,Boeing Co,10000,10000,2016
6,Tom Rice (R),N00033832,10000,Connolly Coastal Capital,0,10000,2016
7,Tom Rice (R),N00033832,0,Deloitte LLP,10000,10000,2016
8,Tom Rice (R),N00033832,0,Honeywell International,10000,10000,2016
9,Tom Rice (R),N00033832,0,National Assn of Real Estate Investment Trusts,10000,10000,2016
0,Tom Rice (R),N00033832,38250,Scana Corp,5000,43250,2018
1,Tom Rice (R),N00033832,18500,CM Tucker Lumber Companies,0,18500,2018
2,Tom Rice (R),N00033832,7200,Ernst & Young,10000,17200,2018
3,Tom Rice (R),N00033832,11400,Charles Ingram Lumber,0,11400,2018
4,Tom Rice (R),N00033832,0,American Assn of Orthopaedic Surgeons,10000,10000,2018
5,Tom Rice (R),N00033832,0,American Bankers Assn,10000,10000,2018
6,Tom Rice (R),N00033832,0,American Forest & Paper Assn,10000,10000,2018
7,Tom Rice (R),N00033832,0,AT&T Inc,10000,10000,2018
8,Tom Rice (R),N00033832,0,Blue Cross/Blue Shield of South Carolina,10000,10000,2018
9,Tom Rice (R),N00033832,0,Boeing Co,10000,10000,2018
0,Ted Cruz (R),N00033085,705602,Club for Growth,55,705657,2012
1,Ted Cruz (R),N00033085,305991,Senate Conservatives Fund,10000,315991,2012
2,Ted Cruz (R),N00033085,92000,Woodforest National Bank,0,92000,2012
3,Ted Cruz (R),N00033085,60850,Goldman Sachs,5000,65850,2012
4,Ted Cruz (R),N00033085,64600,Morgan Lewis LLP,0,64600,2012
5,Ted Cruz (R),N00033085,46800,Sullivan & Cromwell,0,46800,2012
6,Ted Cruz (R),N00033085,45000,RE Janes Gravel Co,0,45000,2012
7,Ted Cruz (R),N00033085,44000,Jones Day,0,44000,2012
8,Ted Cruz (R),N00033085,35813,Baker Botts LLP,7500,43313,2012
9,Ted Cruz (R),N00033085,40000,CE Jacobs Co,0,40000,2012
