,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Bill Pascrell Jr (D),N00000751,15600,Bio-Reference Laboratories,0,15600,2014
1,Bill Pascrell Jr (D),N00000751,4592,Genentech Inc,10000,14592,2014
2,Bill Pascrell Jr (D),N00000751,13150,Lowenstein Sandler LLP,0,13150,2014
3,Bill Pascrell Jr (D),N00000751,2600,Morgan Stanley,8000,10600,2014
4,Bill Pascrell Jr (D),N00000751,0,American College of Cardiology,10000,10000,2014
5,Bill Pascrell Jr (D),N00000751,0,American Council of Engineering Cos,10000,10000,2014
6,Bill Pascrell Jr (D),N00000751,0,American Dental Assn,10000,10000,2014
7,Bill Pascrell Jr (D),N00000751,0,American Federation of Teachers,10000,10000,2014
8,Bill Pascrell Jr (D),N00000751,0,BAE Systems,10000,10000,2014
9,Bill Pascrell Jr (D),N00000751,10000,Bob Ciasulli Auto Group,0,10000,2014
0,Bill Pascrell Jr (D),N00000751,10400,Select Medical Corp,10000,20400,2016
1,Bill Pascrell Jr (D),N00000751,16000,Inserra Supermarkets,0,16000,2016
2,Bill Pascrell Jr (D),N00000751,3700,Morgan Stanley,10000,13700,2016
3,Bill Pascrell Jr (D),N00000751,10800,Bob Ciasulli Auto Group,0,10800,2016
4,Bill Pascrell Jr (D),N00000751,10800,Murphy Endeavors,0,10800,2016
5,Bill Pascrell Jr (D),N00000751,0,American Assn of Orthopaedic Surgeons,10000,10000,2016
6,Bill Pascrell Jr (D),N00000751,0,American College of Cardiology,10000,10000,2016
7,Bill Pascrell Jr (D),N00000751,0,American College of Surgeons Prof Assn,10000,10000,2016
8,Bill Pascrell Jr (D),N00000751,0,American Council of Engineering Cos,10000,10000,2016
9,Bill Pascrell Jr (D),N00000751,0,American Federation of Teachers,10000,10000,2016
0,Bill Pascrell Jr. (D),N00000751,27000,Inserra Supermarkets,0,27000,2018
1,Bill Pascrell Jr. (D),N00000751,19660,EVAS Visionsafe Worldwide,0,19660,2018
2,Bill Pascrell Jr. (D),N00000751,7900,Select Medical Corp,10000,17900,2018
3,Bill Pascrell Jr. (D),N00000751,15200,Joseph M Sanzari Inc,0,15200,2018
4,Bill Pascrell Jr. (D),N00000751,15000,NorPAC,0,15000,2018
5,Bill Pascrell Jr. (D),N00000751,10800,Santo Sorce Real Estate,0,10800,2018
6,Bill Pascrell Jr. (D),N00000751,0,American College of Cardiology,10000,10000,2018
7,Bill Pascrell Jr. (D),N00000751,0,American College of Emergency Physicians,10000,10000,2018
8,Bill Pascrell Jr. (D),N00000751,0,American College of Radiology,10000,10000,2018
9,Bill Pascrell Jr. (D),N00000751,0,American Council of Engineering Cos,10000,10000,2018
0,Rand Paul (R),N00030836,70430,Club for Growth,0,70430,2010
1,Rand Paul (R),N00030836,27800,Huffines Communities,0,27800,2010
2,Rand Paul (R),N00030836,19300,Sun Tan City,0,19300,2010
3,Rand Paul (R),N00030836,19000,Pikeville Medical Center,0,19000,2010
4,Rand Paul (R),N00030836,18300,Khorus,0,18300,2010
5,Rand Paul (R),N00030836,1500,AT&T Inc,16000,17500,2010
6,Rand Paul (R),N00030836,17450,LHC Group,0,17450,2010
7,Rand Paul (R),N00030836,8100,Brown-Forman Corp,9000,17100,2010
8,Rand Paul (R),N00030836,16600,McKinley Assoc,0,16600,2010
9,Rand Paul (R),N00030836,16200,TAMKO Building Products,0,16200,2010
0,Rand Paul (R),N00030836,69030,Club for Growth,0,69030,2016
1,Rand Paul (R),N00030836,35400,Wexford Capital,0,35400,2016
2,Rand Paul (R),N00030836,35200,Mason Capital Management,0,35200,2016
3,Rand Paul (R),N00030836,22900,Brown-Forman Corp,9000,31900,2016
4,Rand Paul (R),N00030836,30914,Charah Inc,0,30914,2016
5,Rand Paul (R),N00030836,21400,Huffines Communities,0,21400,2016
6,Rand Paul (R),N00030836,21250,G&J Pepsi-Cola Bottlers,0,21250,2016
7,Rand Paul (R),N00030836,21200,TAMKO Building Products,0,21200,2016
8,Rand Paul (R),N00030836,20800,Boich Companies,0,20800,2016
9,Rand Paul (R),N00030836,20600,Jennmar Corp,0,20600,2016
