,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Bonnie Coleman (D),N00036158,15800,JStreetPAC,2000,17800,2016
1,Bonnie Coleman (D),N00036158,5400,Honeywell International,10000,15400,2016
2,Bonnie Coleman (D),N00036158,11325,Princeton University,0,11325,2016
3,Bonnie Coleman (D),N00036158,10800,Ross Feller Casey LLP,0,10800,2016
4,Bonnie Coleman (D),N00036158,10700,Debevoise & Plimpton,0,10700,2016
5,Bonnie Coleman (D),N00036158,0,American Assn for Justice,10000,10000,2016
6,Bonnie Coleman (D),N00036158,0,American Crystal Sugar,10000,10000,2016
7,Bonnie Coleman (D),N00036158,0,American Federation of Teachers,10000,10000,2016
8,Bonnie Coleman (D),N00036158,0,Border Health,10000,10000,2016
9,Bonnie Coleman (D),N00036158,0,Carpenters & Joiners Union,10000,10000,2016
0,Bonnie Coleman (D),N00036158,22635,JStreetPAC,0,22635,2018
1,Bonnie Coleman (D),N00036158,12290,Princeton University,0,12290,2018
2,Bonnie Coleman (D),N00036158,10800,Ross Feller Casey LLP,0,10800,2018
3,Bonnie Coleman (D),N00036158,2516,Communications Workers of America,8000,10516,2018
4,Bonnie Coleman (D),N00036158,500,Bristol-Myers Squibb,10000,10500,2018
5,Bonnie Coleman (D),N00036158,0,American Crystal Sugar,10000,10000,2018
6,Bonnie Coleman (D),N00036158,0,BRIDGE PAC,10000,10000,2018
7,Bonnie Coleman (D),N00036158,0,Carpenters & Joiners Union,10000,10000,2018
8,Bonnie Coleman (D),N00036158,0,Honeywell International,10000,10000,2018
9,Bonnie Coleman (D),N00036158,0,International Brotherhood of Electrical Workers,10000,10000,2018
0,Lee Zeldin (R),N00029404,17500,Gershow Recycling,0,17500,2014
1,Lee Zeldin (R),N00029404,16600,HJ Kalikow & Co,0,16600,2014
2,Lee Zeldin (R),N00029404,15600,Knott Partners,0,15600,2014
3,Lee Zeldin (R),N00029404,15600,Windmill Distributing Co,0,15600,2014
4,Lee Zeldin (R),N00029404,5200,Koch Industries,10000,15200,2014
5,Lee Zeldin (R),N00029404,15000,Heartland Development,0,15000,2014
6,Lee Zeldin (R),N00029404,14850,Professional Group Plans,0,14850,2014
7,Lee Zeldin (R),N00029404,14250,North Shore Hematology Oncology Assoc,0,14250,2014
8,Lee Zeldin (R),N00029404,13500,Red Apple Group,0,13500,2014
9,Lee Zeldin (R),N00029404,11275,Park Strategies,0,11275,2014
0,Lee Zeldin (R),N00029404,54850,North Shore Hematology Oncology Assoc,0,54850,2016
1,Lee Zeldin (R),N00029404,42550,Elliott Management,0,42550,2016
2,Lee Zeldin (R),N00029404,40800,Blackstone Group,0,40800,2016
3,Lee Zeldin (R),N00029404,20000,Gershow Recycling,0,20000,2016
4,Lee Zeldin (R),N00029404,20000,Woodbranch Investments,0,20000,2016
5,Lee Zeldin (R),N00029404,16200,Cantor Fitzgerald,0,16200,2016
6,Lee Zeldin (R),N00029404,16200,Mack Co,0,16200,2016
7,Lee Zeldin (R),N00029404,15942,"Campolo, Middleton & McCormick",0,15942,2016
8,Lee Zeldin (R),N00029404,15700,HJ Kalikow & Co,0,15700,2016
9,Lee Zeldin (R),N00029404,14800,First Long Island Investors,0,14800,2016
0,Lee Zeldin (R),N00029404,100475,Votesane PAC,0,100475,2018
1,Lee Zeldin (R),N00029404,23750,NorPAC,0,23750,2018
2,Lee Zeldin (R),N00029404,21700,HJ Kalikow & Co,0,21700,2018
3,Lee Zeldin (R),N00029404,10000,Koch Industries,10000,20000,2018
4,Lee Zeldin (R),N00029404,19900,Blackstone Group,0,19900,2018
5,Lee Zeldin (R),N00029404,19500,Kirkland & Ellis,0,19500,2018
6,Lee Zeldin (R),N00029404,16200,Duty Free Americas,0,16200,2018
7,Lee Zeldin (R),N00029404,16200,MCNA Dental Plans,0,16200,2018
8,Lee Zeldin (R),N00029404,16200,Windmill Distributing Co,0,16200,2018
9,Lee Zeldin (R),N00029404,15950,North Shore Hematology Oncology Assoc,0,15950,2018
