,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Richard W Allen (R),N00033720,11800,MAU Workforce Solutions,0,11800,2016
1,Richard W Allen (R),N00033720,0,National Assn of Realtors,11500,11500,2016
2,Richard W Allen (R),N00033720,500,Coca-Cola Co,10000,10500,2016
3,Richard W Allen (R),N00033720,500,Home Depot,10000,10500,2016
4,Richard W Allen (R),N00033720,0,AFLAC Inc,10000,10000,2016
5,Richard W Allen (R),N00033720,0,Associated General Contractors,10000,10000,2016
6,Richard W Allen (R),N00033720,0,Georgia Power,10000,10000,2016
7,Richard W Allen (R),N00033720,0,Goldman Sachs,10000,10000,2016
8,Richard W Allen (R),N00033720,0,Majority Cmte PAC,10000,10000,2016
9,Richard W Allen (R),N00033720,0,National Auto Dealers Assn,10000,10000,2016
0,Richard W Allen (R),N00033720,14300,RW Allen LLC,0,14300,2018
1,Richard W Allen (R),N00033720,11800,MAU Workforce Solutions,0,11800,2018
2,Richard W Allen (R),N00033720,10800,Pollard Lumber,0,10800,2018
3,Richard W Allen (R),N00033720,10800,Yancey Brothers,0,10800,2018
4,Richard W Allen (R),N00033720,500,Home Depot,10000,10500,2018
5,Richard W Allen (R),N00033720,0,AFLAC Inc,10000,10000,2018
6,Richard W Allen (R),N00033720,0,Associated Builders & Contractors,10000,10000,2018
7,Richard W Allen (R),N00033720,0,Cox Enterprises,10000,10000,2018
8,Richard W Allen (R),N00033720,0,Delta Air Lines,10000,10000,2018
9,Richard W Allen (R),N00033720,0,Goldman Sachs,10000,10000,2018
0,Mike Bost (R),N00035420,23400,Maclean-Fogg Co,0,23400,2014
1,Mike Bost (R),N00035420,5600,Exelon Corp,5000,10600,2014
2,Mike Bost (R),N00035420,10400,Cook Sales Inc,0,10400,2014
3,Mike Bost (R),N00035420,10400,Diederich Insurance Agency,0,10400,2014
4,Mike Bost (R),N00035420,10300,Knight Hawk Coal,0,10300,2014
5,Mike Bost (R),N00035420,0,American Assn of Orthodontists,10000,10000,2014
6,Mike Bost (R),N00035420,0,American Medical Assn,10000,10000,2014
7,Mike Bost (R),N00035420,0,CONA PAC,10000,10000,2014
8,Mike Bost (R),N00035420,0,Deere & Co,10000,10000,2014
9,Mike Bost (R),N00035420,0,Every Republican is Crucial PAC,10000,10000,2014
0,Mike Bost (R),N00035420,15400,Exelon Corp,10000,25400,2016
1,Mike Bost (R),N00035420,18300,Knight Hawk Coal,0,18300,2016
2,Mike Bost (R),N00035420,17900,Maschhoffs,0,17900,2016
3,Mike Bost (R),N00035420,0,Tuesday Group PAC,15000,15000,2016
4,Mike Bost (R),N00035420,13800,Peoples National Bank,0,13800,2016
5,Mike Bost (R),N00035420,13500,Harbour Group Industries,0,13500,2016
6,Mike Bost (R),N00035420,0,National Air Traffic Controllers Assn,12500,12500,2016
7,Mike Bost (R),N00035420,0,John S Fund,12000,12000,2016
8,Mike Bost (R),N00035420,11800,Cook Sales,0,11800,2016
9,Mike Bost (R),N00035420,1000,US Steel,10000,11000,2016
0,Mike Bost (R),N00035420,29700,Jennmar Corp,0,29700,2018
1,Mike Bost (R),N00035420,26300,Poettker Construction,0,26300,2018
2,Mike Bost (R),N00035420,4200,Exelon Corp,10000,14200,2018
3,Mike Bost (R),N00035420,13500,Knight Hawk Coal,0,13500,2018
4,Mike Bost (R),N00035420,12800,Peoples National Bank,0,12800,2018
5,Mike Bost (R),N00035420,2700,AT&T Inc,10000,12700,2018
6,Mike Bost (R),N00035420,11150,Kirkland & Ellis,0,11150,2018
7,Mike Bost (R),N00035420,10800,Admiral Parkway,0,10800,2018
8,Mike Bost (R),N00035420,10800,Anesthesia Assoc of Southern Illinois,0,10800,2018
9,Mike Bost (R),N00035420,10800,Ariel Corp,0,10800,2018
