,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Jim Jordan (R),N00027894,24933,Freedomworks PAC,0,24933,2016
1,Jim Jordan (R),N00027894,10800,Lakeview Farms,0,10800,2016
2,Jim Jordan (R),N00027894,10800,Tennessee Industrial Electronics,0,10800,2016
3,Jim Jordan (R),N00027894,0,American Kidney Stone Management,10000,10000,2016
4,Jim Jordan (R),N00027894,10000,Colepak,0,10000,2016
5,Jim Jordan (R),N00027894,0,Covington & Burling,10000,10000,2016
6,Jim Jordan (R),N00027894,0,Deloitte LLP,10000,10000,2016
7,Jim Jordan (R),N00027894,0,Google Inc,10000,10000,2016
8,Jim Jordan (R),N00027894,0,Koch Industries,10000,10000,2016
9,Jim Jordan (R),N00027894,0,National Assn of Broadcasters,10000,10000,2016
0,Jim Jordan (R),N00027894,32350,House Freedom Fund,2000,34350,2018
1,Jim Jordan (R),N00027894,1000,Google Inc,10000,11000,2018
2,Jim Jordan (R),N00027894,10800,Lakeview Farms,0,10800,2018
3,Jim Jordan (R),N00027894,0,American Dental Assn,10000,10000,2018
4,Jim Jordan (R),N00027894,0,American Kidney Stone Management,10000,10000,2018
5,Jim Jordan (R),N00027894,0,Citizens United,10000,10000,2018
6,Jim Jordan (R),N00027894,10000,Colepak,0,10000,2018
7,Jim Jordan (R),N00027894,0,Deloitte LLP,10000,10000,2018
8,Jim Jordan (R),N00027894,0,Koch Industries,10000,10000,2018
9,Jim Jordan (R),N00027894,0,National Auto Dealers Assn,10000,10000,2018
0,Marcy Kaptur (D),N00003522,0,L3Harris Technologies,11500,11500,2010
1,Marcy Kaptur (D),N00003522,11200,Forest City Enterprises,0,11200,2010
2,Marcy Kaptur (D),N00003522,0,International Longshoremens Assn,10000,10000,2010
3,Marcy Kaptur (D),N00003522,0,Lockheed Martin,8000,8000,2010
4,Marcy Kaptur (D),N00003522,0,General Motors,6000,6000,2010
5,Marcy Kaptur (D),N00003522,0,Northrop Grumman,6000,6000,2010
6,Marcy Kaptur (D),N00003522,500,General Atomics,5000,5500,2010
7,Marcy Kaptur (D),N00003522,5400,Weeks Marine Inc,0,5400,2010
8,Marcy Kaptur (D),N00003522,0,American Assn for Justice,5000,5000,2010
9,Marcy Kaptur (D),N00003522,0,American Crystal Sugar,5000,5000,2010
0,Marcy Kaptur (D),N00003522,14000,FirstEnergy Corp,2000,16000,2012
1,Marcy Kaptur (D),N00003522,11000,Forest City Enterprises,3500,14500,2012
2,Marcy Kaptur (D),N00003522,11000,Medical Mutual,0,11000,2012
3,Marcy Kaptur (D),N00003522,0,American Assn for Justice,10000,10000,2012
4,Marcy Kaptur (D),N00003522,0,American Crystal Sugar,10000,10000,2012
5,Marcy Kaptur (D),N00003522,0,American Federation of State/Cnty/Munic Employees,10000,10000,2012
6,Marcy Kaptur (D),N00003522,0,American Federation of Teachers,10000,10000,2012
7,Marcy Kaptur (D),N00003522,0,American Maritime Officers,10000,10000,2012
8,Marcy Kaptur (D),N00003522,0,Boeing Co,10000,10000,2012
9,Marcy Kaptur (D),N00003522,0,Brush Wellman,10000,10000,2012
0,Marcy Kaptur (D),N00003522,17600,Forest City Enterprises,2500,20100,2014
1,Marcy Kaptur (D),N00003522,5000,FirstEnergy Corp,10000,15000,2014
2,Marcy Kaptur (D),N00003522,0,American Assn for Justice,10000,10000,2014
3,Marcy Kaptur (D),N00003522,0,American Crystal Sugar,10000,10000,2014
4,Marcy Kaptur (D),N00003522,0,American Federation of State/Cnty/Munic Employees,10000,10000,2014
5,Marcy Kaptur (D),N00003522,0,American Federation of Teachers,10000,10000,2014
6,Marcy Kaptur (D),N00003522,0,Boeing Co,10000,10000,2014
7,Marcy Kaptur (D),N00003522,0,Bricklayers Union,10000,10000,2014
8,Marcy Kaptur (D),N00003522,0,Carpenters & Joiners Union,10000,10000,2014
9,Marcy Kaptur (D),N00003522,0,Credit Union National Assn,10000,10000,2014
