,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Angie Craig (D),N00037039,100407,EMILY's List,10000,110407,2018
1,Angie Craig (D),N00037039,62972,Democracy Engine,0,62972,2018
2,Angie Craig (D),N00037039,36006,University of Minnesota,0,36006,2018
3,Angie Craig (D),N00037039,30839,Swing Left,0,30839,2018
4,Angie Craig (D),N00037039,19264,Democratic Congressional Campaign Cmte,10276,29540,2018
5,Angie Craig (D),N00037039,27177,St Jude Medical,0,27177,2018
6,Angie Craig (D),N00037039,27000,Esko,0,27000,2018
7,Angie Craig (D),N00037039,14500,AmeriPAC: The Fund for a Greater America,10000,24500,2018
8,Angie Craig (D),N00037039,11677,League of Conservation Voters,9999,21676,2018
9,Angie Craig (D),N00037039,21600,Prettybrook Partners LLC,0,21600,2018
0,Dean Phillips (D),N00041134,66221,Swing Left,0,66221,2018
1,Dean Phillips (D),N00041134,49598,Heartland Realty Investors,0,49598,2018
2,Dean Phillips (D),N00041134,39259,University of Minnesota,0,39259,2018
3,Dean Phillips (D),N00041134,31585,Robins Kaplan LLP,0,31585,2018
4,Dean Phillips (D),N00041134,29251,Unitedhealth Group,0,29251,2018
5,Dean Phillips (D),N00041134,27350,Stinson Leonard Street,0,27350,2018
6,Dean Phillips (D),N00041134,22875,Houlihan Lokey Inc,0,22875,2018
7,Dean Phillips (D),N00041134,22570,Cooney & Conway,0,22570,2018
8,Dean Phillips (D),N00041134,21750,Carval Investors,0,21750,2018
9,Dean Phillips (D),N00041134,19543,General Mills,0,19543,2018
0,Ilhan Omar (D),N00043581,5735,Emily's List,5000,10735,2018
1,Ilhan Omar (D),N00043581,40,End Citizens United,10000,10040,2018
2,Ilhan Omar (D),N00043581,2705,Service Employees International Union,5000,7705,2018
3,Ilhan Omar (D),N00043581,6900,Jeff Anderson & Assoc,0,6900,2018
4,Ilhan Omar (D),N00043581,1497,Moveon.org,5000,6497,2018
5,Ilhan Omar (D),N00043581,6252,Unitedhealth Group,0,6252,2018
6,Ilhan Omar (D),N00043581,6000,Home Creations,0,6000,2018
7,Ilhan Omar (D),N00043581,5718,University of Minnesota,0,5718,2018
8,Ilhan Omar (D),N00043581,5700,Lander Group,0,5700,2018
9,Ilhan Omar (D),N00043581,5435,Heartland Realty Investors,0,5435,2018
0,Pete Stauber (R),N00041511,16450,Edwards Sales,0,16450,2018
1,Pete Stauber (R),N00041511,13500,Hubbard Broadcasting,0,13500,2018
2,Pete Stauber (R),N00041511,11050,Rachel Contracting,0,11050,2018
3,Pete Stauber (R),N00041511,0,Freedom & Security PAC,11000,11000,2018
4,Pete Stauber (R),N00041511,10800,Davisco Foods International,0,10800,2018
5,Pete Stauber (R),N00041511,10800,King Capital,0,10800,2018
6,Pete Stauber (R),N00041511,10800,Miners Inc,0,10800,2018
7,Pete Stauber (R),N00041511,10800,Primera Technology,0,10800,2018
8,Pete Stauber (R),N00041511,10800,Starkey Hearing Technologies,0,10800,2018
9,Pete Stauber (R),N00041511,5400,Polaris Industries,5000,10400,2018
0,Michael Guest (R),N00042458,20000,G&S Holdings,0,20000,2018
1,Michael Guest (R),N00042458,16750,Briar Hill Management,0,16750,2018
2,Michael Guest (R),N00042458,12800,Ergon Inc,0,12800,2018
3,Michael Guest (R),N00042458,0,Credit Union National Assn,12500,12500,2018
4,Michael Guest (R),N00042458,10800,National Aviation Academy,0,10800,2018
5,Michael Guest (R),N00042458,0,American Crystal Sugar,10000,10000,2018
6,Michael Guest (R),N00042458,0,Community Bancshares of Mississippi,10000,10000,2018
7,Michael Guest (R),N00042458,0,Council of Insurance Agents & Brokers,10000,10000,2018
8,Michael Guest (R),N00042458,0,Majority Cmte PAC,10000,10000,2018
9,Michael Guest (R),N00042458,0,Mississippi Power,10000,10000,2018
