,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Chuck Grassley (R),N00001758,105500,Votesane PAC,0,105500,2016
1,Chuck Grassley (R),N00001758,32850,DCI Group,8987,41837,2016
2,Chuck Grassley (R),N00001758,36150,WilmerHale LLP,0,36150,2016
3,Chuck Grassley (R),N00001758,35900,Sukup Manufacturing,0,35900,2016
4,Chuck Grassley (R),N00001758,23800,DISH Network,10000,33800,2016
5,Chuck Grassley (R),N00001758,20250,Comcast Corp,10000,30250,2016
6,Chuck Grassley (R),N00001758,29700,Iowa Select Farms,0,29700,2016
7,Chuck Grassley (R),N00001758,19575,Verizon Communications,10000,29575,2016
8,Chuck Grassley (R),N00001758,23650,King & Spalding,5000,28650,2016
9,Chuck Grassley (R),N00001758,23150,Alston & Bird,4000,27150,2016
0,Sam Graves (R),N00013323,16200,Hallmark Cards,5500,21700,2010
1,Sam Graves (R),N00013323,0,Aircraft Owners & Pilots Assn,10000,10000,2010
2,Sam Graves (R),N00013323,0,Deere & Co,10000,10000,2010
3,Sam Graves (R),N00013323,0,Deloitte LLP,10000,10000,2010
4,Sam Graves (R),N00013323,0,FedEx Corp,10000,10000,2010
5,Sam Graves (R),N00013323,0,Majority Cmte PAC,10000,10000,2010
6,Sam Graves (R),N00013323,0,"National Stone, Sand & Gravel Assn",10000,10000,2010
7,Sam Graves (R),N00013323,0,Rely on Your Beliefs,10000,10000,2010
8,Sam Graves (R),N00013323,0,Honeywell International,8500,8500,2010
9,Sam Graves (R),N00013323,0,Raytheon Co,8000,8000,2010
0,Sam Graves (R),N00013323,16500,Enterprise Rent-A-Car,10000,26500,2012
1,Sam Graves (R),N00013323,8500,Hallmark Cards,5000,13500,2012
2,Sam Graves (R),N00013323,0,Ameren Corp,10000,10000,2012
3,Sam Graves (R),N00013323,0,American Bankers Assn,10000,10000,2012
4,Sam Graves (R),N00013323,0,American Council of Engineering Cos,10000,10000,2012
5,Sam Graves (R),N00013323,0,American Crystal Sugar,10000,10000,2012
6,Sam Graves (R),N00013323,0,American Dental Assn,10000,10000,2012
7,Sam Graves (R),N00013323,0,American Physical Therapy Assn,10000,10000,2012
8,Sam Graves (R),N00013323,0,Anheuser-Busch,10000,10000,2012
9,Sam Graves (R),N00013323,0,AT&T Inc,10000,10000,2012
0,Sam Graves (R),N00013323,0,American Trucking Assns,15000,15000,2014
1,Sam Graves (R),N00013323,0,Southwest Airlines Pilots Assn,11000,11000,2014
2,Sam Graves (R),N00013323,500,Enterprise Rent-A-Car,10000,10500,2014
3,Sam Graves (R),N00013323,0,Aircraft Owners & Pilots Assn,10000,10000,2014
4,Sam Graves (R),N00013323,0,Ameren Corp,10000,10000,2014
5,Sam Graves (R),N00013323,0,American Bankers Assn,10000,10000,2014
6,Sam Graves (R),N00013323,0,American Crystal Sugar,10000,10000,2014
7,Sam Graves (R),N00013323,0,American Institute of Architects,10000,10000,2014
8,Sam Graves (R),N00013323,0,Anheuser-Busch,10000,10000,2014
9,Sam Graves (R),N00013323,0,Associated General Contractors,10000,10000,2014
0,Sam Graves (R),N00013323,0,Rely on Your Beliefs,15000,15000,2016
1,Sam Graves (R),N00013323,1000,Enterprise Rent-A-Car,10000,11000,2016
2,Sam Graves (R),N00013323,10800,TAMKO Building Products,0,10800,2016
3,Sam Graves (R),N00013323,10652,Knapheide Manufacturing,0,10652,2016
4,Sam Graves (R),N00013323,5400,Monsanto Co,5000,10400,2016
5,Sam Graves (R),N00013323,0,Air Line Pilots Assn,10000,10000,2016
6,Sam Graves (R),N00013323,0,Aircraft Owners & Pilots Assn,10000,10000,2016
7,Sam Graves (R),N00013323,0,Ameren Corp,10000,10000,2016
8,Sam Graves (R),N00013323,0,American Assn of Nurse Anesthetists,10000,10000,2016
9,Sam Graves (R),N00013323,0,American Council of Engineering Cos,10000,10000,2016
