,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Bradley Byrne (R),N00035380,0,Eye of the Tiger PAC,12000,12000,2016
1,Bradley Byrne (R),N00035380,1250,Boeing Co,10000,11250,2016
2,Bradley Byrne (R),N00035380,5400,Drummond Co,5000,10400,2016
3,Bradley Byrne (R),N00035380,0,Alabama Farmers Federation,10000,10000,2016
4,Bradley Byrne (R),N00035380,0,Alabama Power,10000,10000,2016
5,Bradley Byrne (R),N00035380,0,American Bankers Assn,10000,10000,2016
6,Bradley Byrne (R),N00035380,0,American Crystal Sugar,10000,10000,2016
7,Bradley Byrne (R),N00035380,0,Asplundh Tree Expert Co,10000,10000,2016
8,Bradley Byrne (R),N00035380,0,Associated Builders & Contractors,10000,10000,2016
9,Bradley Byrne (R),N00035380,0,Blue Cross/Blue Shield of Alabama,10000,10000,2016
0,Bradley Byrne (R),N00035380,0,National Beer Wholesalers Assn,20000,20000,2018
1,Bradley Byrne (R),N00035380,5000,Alabama Power,10000,15000,2018
2,Bradley Byrne (R),N00035380,15000,Pepsi-Cola Bottling of Atmore,0,15000,2018
3,Bradley Byrne (R),N00035380,0,United Parcel Service,15000,15000,2018
4,Bradley Byrne (R),N00035380,0,International Franchise Assn,12000,12000,2018
5,Bradley Byrne (R),N00035380,1000,Regions Financial,10000,11000,2018
6,Bradley Byrne (R),N00035380,10800,Conference America,0,10800,2018
7,Bradley Byrne (R),N00035380,10400,Lexus of Mobile,0,10400,2018
8,Bradley Byrne (R),N00035380,250,Vulcan Materials,10000,10250,2018
9,Bradley Byrne (R),N00035380,0,Alabama Farmers Federation,10000,10000,2018
0,Don Norcross (D),N00036154,30400,"Conner, Strong & Buckelew",0,30400,2014
1,Don Norcross (D),N00036154,0,Plumbers/Pipefitters Union,25000,25000,2014
2,Don Norcross (D),N00036154,21800,Charter School Management,0,21800,2014
3,Don Norcross (D),N00036154,20950,Cooper University Hospital,0,20950,2014
4,Don Norcross (D),N00036154,0,American Federation of Teachers,20000,20000,2014
5,Don Norcross (D),N00036154,0,Carpenters & Joiners Union,20000,20000,2014
6,Don Norcross (D),N00036154,0,International Brotherhood of Electrical Workers,20000,20000,2014
7,Don Norcross (D),N00036154,0,Ironworkers Union,20000,20000,2014
8,Don Norcross (D),N00036154,0,Laborers Union,20000,20000,2014
9,Don Norcross (D),N00036154,0,Painters & Allied Trades Union,20000,20000,2014
0,Don Norcross (D),N00036154,30750,Archer & Greiner,0,30750,2016
1,Don Norcross (D),N00036154,28350,"Conner, Strong & Buckelew",0,28350,2016
2,Don Norcross (D),N00036154,16550,Gibbons PC,10000,26550,2016
3,Don Norcross (D),N00036154,8100,Cozen O'Connor,7491,15591,2016
4,Don Norcross (D),N00036154,12800,Calvi Electric,0,12800,2016
5,Don Norcross (D),N00036154,6470,Connell Foley LLP,5400,11870,2016
6,Don Norcross (D),N00036154,0,Public Service Enterprise Group,11246,11246,2016
7,Don Norcross (D),N00036154,1000,Lockheed Martin,10000,11000,2016
8,Don Norcross (D),N00036154,10850,Acacia Financial Group,0,10850,2016
9,Don Norcross (D),N00036154,10800,Parker McCay,0,10800,2016
0,Don Norcross (D),N00036154,12100,Gibbons PC,5900,18000,2018
1,Don Norcross (D),N00036154,16950,"Conner, Strong & Buckelew",0,16950,2018
2,Don Norcross (D),N00036154,16200,Phoenix Advisors,0,16200,2018
3,Don Norcross (D),N00036154,16200,Phoenix Strategies,0,16200,2018
4,Don Norcross (D),N00036154,13500,Camden Yards Steel,0,13500,2018
5,Don Norcross (D),N00036154,13500,Wyanoke Group,0,13500,2018
6,Don Norcross (D),N00036154,2500,Lockheed Martin,10000,12500,2018
7,Don Norcross (D),N00036154,2700,Cozen O'Connor,9700,12400,2018
8,Don Norcross (D),N00036154,11320,Archer & Greiner,0,11320,2018
9,Don Norcross (D),N00036154,10800,Brunetti Organization,0,10800,2018
