,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Patrick McHenry (R),N00026627,11750,Wells Fargo,7500,19250,2012
1,Patrick McHenry (R),N00026627,0,JPMorgan Chase & Co,13000,13000,2012
2,Patrick McHenry (R),N00026627,7000,Alex Lee Inc,5000,12000,2012
3,Patrick McHenry (R),N00026627,4000,Bank of America,7500,11500,2012
4,Patrick McHenry (R),N00026627,10500,Pepsi Bottling,0,10500,2012
5,Patrick McHenry (R),N00026627,0,Advance America Cash Advance Centers,10000,10000,2012
6,Patrick McHenry (R),N00026627,0,American Bankers Assn,10000,10000,2012
7,Patrick McHenry (R),N00026627,0,American Seniors Housing Assn,10000,10000,2012
8,Patrick McHenry (R),N00026627,0,American Society of Anesthesiologists,10000,10000,2012
9,Patrick McHenry (R),N00026627,10000,Amscot Financial,0,10000,2012
0,Patrick McHenry (R),N00026627,40000,Signature Bank,0,40000,2014
1,Patrick McHenry (R),N00026627,13100,Wells Fargo,8000,21100,2014
2,Patrick McHenry (R),N00026627,19100,Parkdale Mills,0,19100,2014
3,Patrick McHenry (R),N00026627,5700,Alex Lee Inc,10000,15700,2014
4,Patrick McHenry (R),N00026627,15300,Hunoval Law Firm,0,15300,2014
5,Patrick McHenry (R),N00026627,0,Checksmart Financial,15000,15000,2014
6,Patrick McHenry (R),N00026627,14750,Fidelity Investments,0,14750,2014
7,Patrick McHenry (R),N00026627,13000,Wallace & Graham,0,13000,2014
8,Patrick McHenry (R),N00026627,7800,Corning Inc,5000,12800,2014
9,Patrick McHenry (R),N00026627,11900,Pepsi Bottling,0,11900,2014
0,Patrick McHenry (R),N00026627,50500,Votesane PAC,0,50500,2016
1,Patrick McHenry (R),N00026627,49800,Signature Bank,0,49800,2016
2,Patrick McHenry (R),N00026627,31500,Prudential Financial,9500,41000,2016
3,Patrick McHenry (R),N00026627,8950,JPMorgan Chase & Co,15000,23950,2016
4,Patrick McHenry (R),N00026627,16250,Alex Lee Inc,5000,21250,2016
5,Patrick McHenry (R),N00026627,19900,Parkdale Mills,0,19900,2016
6,Patrick McHenry (R),N00026627,10400,Thermo Fisher Scientific,8364,18764,2016
7,Patrick McHenry (R),N00026627,17800,Pepsi Bottling,0,17800,2016
8,Patrick McHenry (R),N00026627,2500,Independent Insurance Agents & Brokers of America,15000,17500,2016
9,Patrick McHenry (R),N00026627,0,US Bancorp,17500,17500,2016
0,Patrick McHenry (R),N00026627,79400,Votesane PAC,0,79400,2018
1,Patrick McHenry (R),N00026627,60350,Signature Bank,0,60350,2018
2,Patrick McHenry (R),N00026627,47250,DCI Group,0,47250,2018
3,Patrick McHenry (R),N00026627,21300,Citigroup Inc,10000,31300,2018
4,Patrick McHenry (R),N00026627,16400,Thermo Fisher Scientific,10000,26400,2018
5,Patrick McHenry (R),N00026627,20950,Fidelity Investments,5000,25950,2018
6,Patrick McHenry (R),N00026627,14900,New York Life Insurance,10000,24900,2018
7,Patrick McHenry (R),N00026627,24300,Capital Group,0,24300,2018
8,Patrick McHenry (R),N00026627,14250,Capital Group Companies,5000,19250,2018
9,Patrick McHenry (R),N00026627,18150,Brighthouse Financial,0,18150,2018
0,David McKinley (R),N00031681,11200,Clearpath Foundation,0,11200,2010
1,David McKinley (R),N00031681,0,Cloud Peak Energy Resources,10000,10000,2010
2,David McKinley (R),N00031681,0,Mylan Inc,10000,10000,2010
3,David McKinley (R),N00031681,0,United Mine Workers of America,10000,10000,2010
4,David McKinley (R),N00031681,0,American Postal Workers Union,7500,7500,2010
5,David McKinley (R),N00031681,0,Tuesday Group PAC,6000,6000,2010
6,David McKinley (R),N00031681,5600,Votesane PAC,0,5600,2010
7,David McKinley (R),N00031681,0,National Air Traffic Controllers Assn,5500,5500,2010
8,David McKinley (R),N00031681,0,American College of Rheumatology,5000,5000,2010
9,David McKinley (R),N00031681,0,American Maritime Officers,5000,5000,2010
