,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Ann Mclane Kuster (D),N00030875,69464,EMILY's List,10000,79464,2012
1,Ann Mclane Kuster (D),N00030875,49560,JStreetPAC,5770,55330,2012
2,Ann Mclane Kuster (D),N00030875,35750,Democratic Congressional Campaign Cmte,9592,45342,2012
3,Ann Mclane Kuster (D),N00030875,33050,Dartmouth College,0,33050,2012
4,Ann Mclane Kuster (D),N00030875,23203,"Rath, Young & Pignatelli",0,23203,2012
5,Ann Mclane Kuster (D),N00030875,20000,Technology Crossover Ventures,0,20000,2012
6,Ann Mclane Kuster (D),N00030875,14250,Dartmouth-Hitchcock Medical Center,0,14250,2012
7,Ann Mclane Kuster (D),N00030875,13750,State of New Hampshire,0,13750,2012
8,Ann Mclane Kuster (D),N00030875,800,NARAL Pro-Choice America,10000,10800,2012
9,Ann Mclane Kuster (D),N00030875,10750,Sulloway & Hollis,0,10750,2012
0,Ann Mclane Kuster (D),N00030875,47936,JStreetPAC,6652,54588,2014
1,Ann Mclane Kuster (D),N00030875,22000,Democratic Congressional Campaign Cmte,9814,31814,2014
2,Ann Mclane Kuster (D),N00030875,31300,Dartmouth College,0,31300,2014
3,Ann Mclane Kuster (D),N00030875,18550,EMILY's List,10000,28550,2014
4,Ann Mclane Kuster (D),N00030875,16100,Democrats Win Seats PAC,10000,26100,2014
5,Ann Mclane Kuster (D),N00030875,20800,Technology Crossover Ventures,0,20800,2014
6,Ann Mclane Kuster (D),N00030875,19050,State of New Hampshire,0,19050,2014
7,Ann Mclane Kuster (D),N00030875,14225,Dartmouth-Hitchcock Medical Center,0,14225,2014
8,Ann Mclane Kuster (D),N00030875,12500,Thornton Law Firm,0,12500,2014
9,Ann Mclane Kuster (D),N00030875,10400,Council for a Livable World,1661,12061,2014
0,Ann Mclane Kuster (D),N00030875,55075,JStreetPAC,0,55075,2016
1,Ann Mclane Kuster (D),N00030875,40131,Dartmouth College,0,40131,2016
2,Ann Mclane Kuster (D),N00030875,19835,Dartmouth-Hitchcock Medical Center,0,19835,2016
3,Ann Mclane Kuster (D),N00030875,11010,League of Conservation Voters,7739,18749,2016
4,Ann Mclane Kuster (D),N00030875,18650,State of New Hampshire,0,18650,2016
5,Ann Mclane Kuster (D),N00030875,16200,Lone Pine Capital,0,16200,2016
6,Ann Mclane Kuster (D),N00030875,3001,New Democrat Coalition,10000,13001,2016
7,Ann Mclane Kuster (D),N00030875,12315,Harvard University,0,12315,2016
8,Ann Mclane Kuster (D),N00030875,5000,General Electric,7000,12000,2016
9,Ann Mclane Kuster (D),N00030875,10800,Ischemix,0,10800,2016
0,Ann Kuster (D),N00030875,50233,JStreetPAC,-202,50031,2018
1,Ann Kuster (D),N00030875,42843,Dartmouth College,0,42843,2018
2,Ann Kuster (D),N00030875,25300,Democracy Engine,0,25300,2018
3,Ann Kuster (D),N00030875,23330,State of New Hampshire,0,23330,2018
4,Ann Kuster (D),N00030875,18677,Dartmouth-Hitchcock Medical Center,0,18677,2018
5,Ann Kuster (D),N00030875,11877,Emily's List,5000,16877,2018
6,Ann Kuster (D),N00030875,1000,Unitedhealth Group,12500,13500,2018
7,Ann Kuster (D),N00030875,5400,League of Conservation Voters,8000,13400,2018
8,Ann Kuster (D),N00030875,11800,Davis Companies,0,11800,2018
9,Ann Kuster (D),N00030875,11300,Bioventures Investors,0,11300,2018
0,Grace Meng (D),N00034547,15000,Hersha Group,0,15000,2012
1,Grace Meng (D),N00034547,14300,Queens Lumber,0,14300,2012
2,Grace Meng (D),N00034547,10750,Henry Schein Inc,0,10750,2012
3,Grace Meng (D),N00034547,0,American Federation of Teachers,10000,10000,2012
4,Grace Meng (D),N00034547,0,AmeriPAC: The Fund for a Greater America,10000,10000,2012
5,Grace Meng (D),N00034547,10000,Carat & Co,0,10000,2012
6,Grace Meng (D),N00034547,0,Impact,10000,10000,2012
7,Grace Meng (D),N00034547,10000,Weitz & Luxenberg,0,10000,2012
8,Grace Meng (D),N00034547,8600,Victoria Cruises,0,8600,2012
9,Grace Meng (D),N00034547,0,Council of School Supervisors & Admins,7500,7500,2012
