,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Jody B Hice (R),N00032243,18500,House Freedom Fund,6000,24500,2018
1,Jody B Hice (R),N00032243,11100,Janus Research,0,11100,2018
2,Jody B Hice (R),N00032243,1000,Home Depot,10000,11000,2018
3,Jody B Hice (R),N00032243,0,AFLAC Inc,10000,10000,2018
4,Jody B Hice (R),N00032243,0,National Auto Dealers Assn,10000,10000,2018
5,Jody B Hice (R),N00032243,8100,Ese Holdings,0,8100,2018
6,Jody B Hice (R),N00032243,0,Caterpillar Inc,7500,7500,2018
7,Jody B Hice (R),N00032243,0,Coca-Cola Co,7500,7500,2018
8,Jody B Hice (R),N00032243,0,Cox Enterprises,7500,7500,2018
9,Jody B Hice (R),N00032243,0,Georgia Power,7500,7500,2018
0,Barry Loudermilk (R),N00035347,68959,Club for Growth,0,68959,2014
1,Barry Loudermilk (R),N00035347,17261,Senate Conservatives Fund,10000,27261,2014
2,Barry Loudermilk (R),N00035347,20500,Dove Transportation,0,20500,2014
3,Barry Loudermilk (R),N00035347,10400,Mission Critical Commissioning,0,10400,2014
4,Barry Loudermilk (R),N00035347,0,Madison Project,10025,10025,2014
5,Barry Loudermilk (R),N00035347,0,Allen West Guardian Fund,10000,10000,2014
6,Barry Loudermilk (R),N00035347,0,Home Depot,10000,10000,2014
7,Barry Loudermilk (R),N00035347,0,Majority Cmte PAC,10000,10000,2014
8,Barry Loudermilk (R),N00035347,0,National Assn of Realtors,10000,10000,2014
9,Barry Loudermilk (R),N00035347,0,American Society of Anesthesiologists,7500,7500,2014
0,Barry Loudermilk (R),N00035347,0,American Council of Engineering Cos,12000,12000,2016
1,Barry Loudermilk (R),N00035347,1000,Home Depot,10000,11000,2016
2,Barry Loudermilk (R),N00035347,250,Lockheed Martin,10000,10250,2016
3,Barry Loudermilk (R),N00035347,0,American Society of Anesthesiologists,10000,10000,2016
4,Barry Loudermilk (R),N00035347,0,Anheuser-Busch,10000,10000,2016
5,Barry Loudermilk (R),N00035347,0,Coca-Cola Co,10000,10000,2016
6,Barry Loudermilk (R),N00035347,0,Cox Enterprises,10000,10000,2016
7,Barry Loudermilk (R),N00035347,0,Majority Cmte PAC,10000,10000,2016
8,Barry Loudermilk (R),N00035347,0,National Auto Dealers Assn,10000,10000,2016
9,Barry Loudermilk (R),N00035347,0,SunTrust Banks/Georgia,10000,10000,2016
0,Barry Loudermilk (R),N00035347,0,UCB Inc,12000,12000,2018
1,Barry Loudermilk (R),N00035347,500,AFLAC Inc,10000,10500,2018
2,Barry Loudermilk (R),N00035347,500,Georgia Power,10000,10500,2018
3,Barry Loudermilk (R),N00035347,250,Lockheed Martin,10000,10250,2018
4,Barry Loudermilk (R),N00035347,0,American Bankers Assn,10000,10000,2018
5,Barry Loudermilk (R),N00035347,0,Anheuser-Busch,10000,10000,2018
6,Barry Loudermilk (R),N00035347,0,Cox Enterprises,10000,10000,2018
7,Barry Loudermilk (R),N00035347,0,Credit Union National Assn,10000,10000,2018
8,Barry Loudermilk (R),N00035347,0,Deloitte LLP,10000,10000,2018
9,Barry Loudermilk (R),N00035347,0,Delta Air Lines,10000,10000,2018
0,Richard W Allen (R),N00033720,18200,RW Allen LLC,0,18200,2014
1,Richard W Allen (R),N00033720,10700,Blanchard & Calhoun Commercial,0,10700,2014
2,Richard W Allen (R),N00033720,10700,Greenway Medical Technologies,0,10700,2014
3,Richard W Allen (R),N00033720,10400,Kuhlke Properties,0,10400,2014
4,Richard W Allen (R),N00033720,10400,Mau Inc,0,10400,2014
5,Richard W Allen (R),N00033720,250,Associated General Contractors,10000,10250,2014
6,Richard W Allen (R),N00033720,10200,Energy Transfer Partners,0,10200,2014
7,Richard W Allen (R),N00033720,0,CONA PAC,10000,10000,2014
8,Richard W Allen (R),N00033720,0,Every Republican is Crucial PAC,10000,10000,2014
9,Richard W Allen (R),N00033720,0,Freedom Project,10000,10000,2014
