,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Chris Smith (R),N00009816,15000,NorPAC,0,15000,2018
1,Chris Smith (R),N00009816,13550,Jenzabar Inc,0,13550,2018
2,Chris Smith (R),N00009816,10800,Celgene Corp,0,10800,2018
3,Chris Smith (R),N00009816,10800,Hesse Companies,0,10800,2018
4,Chris Smith (R),N00009816,10600,Drexel Liquor Store,0,10600,2018
5,Chris Smith (R),N00009816,0,American Postal Workers Union,10000,10000,2018
6,Chris Smith (R),N00009816,0,Carpenters & Joiners Union,10000,10000,2018
7,Chris Smith (R),N00009816,0,International Brotherhood of Electrical Workers,10000,10000,2018
8,Chris Smith (R),N00009816,0,Majority Cmte PAC,10000,10000,2018
9,Chris Smith (R),N00009816,0,National Active & Retired Federal Employees Assn,10000,10000,2018
0,Jackie Speier (D),N00029649,19000,"Cotchett, Pitre & McCarthy",0,19000,2010
1,Jackie Speier (D),N00029649,0,Credit Union National Assn,10000,10000,2010
2,Jackie Speier (D),N00029649,8000,University of California/San Francisco,0,8000,2010
3,Jackie Speier (D),N00029649,2250,Genentech Inc,5000,7250,2010
4,Jackie Speier (D),N00029649,5950,Gilead Sciences,0,5950,2010
5,Jackie Speier (D),N00029649,5600,Crosslink Capital,0,5600,2010
6,Jackie Speier (D),N00029649,5600,Perkins Investment Management,0,5600,2010
7,Jackie Speier (D),N00029649,5600,Rhoda Group,0,5600,2010
8,Jackie Speier (D),N00029649,5600,Sv Angel LLC,0,5600,2010
9,Jackie Speier (D),N00029649,5600,True Wind Capital,0,5600,2010
0,Jackie Speier (D),N00029649,20500,"Cotchett, Pitre & McCarthy",0,20500,2012
1,Jackie Speier (D),N00029649,14500,Gilead Sciences,5000,19500,2012
2,Jackie Speier (D),N00029649,12150,University of California/San Francisco,0,12150,2012
3,Jackie Speier (D),N00029649,11500,Virgin America,0,11500,2012
4,Jackie Speier (D),N00029649,10000,G&C Auto Body,0,10000,2012
5,Jackie Speier (D),N00029649,0,Home Depot,10000,10000,2012
6,Jackie Speier (D),N00029649,0,Honeywell International,10000,10000,2012
7,Jackie Speier (D),N00029649,0,International Brotherhood of Electrical Workers,10000,10000,2012
8,Jackie Speier (D),N00029649,10000,KKR & Co,0,10000,2012
9,Jackie Speier (D),N00029649,0,National Auto Dealers Assn,10000,10000,2012
0,Jackie Speier (D),N00029649,35800,"Cotchett, Pitre & McCarthy",0,35800,2014
1,Jackie Speier (D),N00029649,14500,University of California/San Francisco,0,14500,2014
2,Jackie Speier (D),N00029649,10400,Apercen Partners,0,10400,2014
3,Jackie Speier (D),N00029649,10400,G&C Autobody,0,10400,2014
4,Jackie Speier (D),N00029649,0,American Society of Anesthesiologists,10000,10000,2014
5,Jackie Speier (D),N00029649,0,Carpenters & Joiners Union,10000,10000,2014
6,Jackie Speier (D),N00029649,0,Credit Union National Assn,10000,10000,2014
7,Jackie Speier (D),N00029649,0,Genentech Inc,10000,10000,2014
8,Jackie Speier (D),N00029649,0,Home Depot,10000,10000,2014
9,Jackie Speier (D),N00029649,0,International Brotherhood of Electrical Workers,10000,10000,2014
0,Jackie Speier (D),N00029649,25300,Gilead Sciences,7500,32800,2016
1,Jackie Speier (D),N00029649,16000,"Cotchett, Pitre & McCarthy",0,16000,2016
2,Jackie Speier (D),N00029649,9050,JStreetPAC,3000,12050,2016
3,Jackie Speier (D),N00029649,10800,Apercen Partners,0,10800,2016
4,Jackie Speier (D),N00029649,10800,G&C Autobody,0,10800,2016
5,Jackie Speier (D),N00029649,10800,SV Angel,0,10800,2016
6,Jackie Speier (D),N00029649,550,Genentech Inc,10000,10550,2016
7,Jackie Speier (D),N00029649,500,American Society of Anesthesiologists,10000,10500,2016
8,Jackie Speier (D),N00029649,0,Carpenters & Joiners Union,10000,10000,2016
9,Jackie Speier (D),N00029649,0,Home Depot,10000,10000,2016
