,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Cathy McMorris Rodgers (R),N00026314,20000,Moneytree Inc,0,20000,2012
1,Cathy McMorris Rodgers (R),N00026314,19520,Nelson Irrigation,0,19520,2012
2,Cathy McMorris Rodgers (R),N00026314,5450,Avista Corp,9920,15370,2012
3,Cathy McMorris Rodgers (R),N00026314,15000,Manson Construction,0,15000,2012
4,Cathy McMorris Rodgers (R),N00026314,9900,Wells Fargo,4000,13900,2012
5,Cathy McMorris Rodgers (R),N00026314,4724,Potlatch Corp,8500,13224,2012
6,Cathy McMorris Rodgers (R),N00026314,12500,Global Down Syndrome Foundation,0,12500,2012
7,Cathy McMorris Rodgers (R),N00026314,2500,Microsoft Corp,10000,12500,2012
8,Cathy McMorris Rodgers (R),N00026314,0,Premera Blue Cross,10500,10500,2012
9,Cathy McMorris Rodgers (R),N00026314,5250,Hecla Mining,5000,10250,2012
0,Cathy McMorris Rodgers (R),N00026314,49000,Votesane PAC,0,49000,2014
1,Cathy McMorris Rodgers (R),N00026314,15450,Weyerhaeuser Co,10000,25450,2014
2,Cathy McMorris Rodgers (R),N00026314,21440,Nelson Irrigation,0,21440,2014
3,Cathy McMorris Rodgers (R),N00026314,11000,USAA,10000,21000,2014
4,Cathy McMorris Rodgers (R),N00026314,15600,Northwood Investors,0,15600,2014
5,Cathy McMorris Rodgers (R),N00026314,14600,Domino's Pizza,0,14600,2014
6,Cathy McMorris Rodgers (R),N00026314,2750,Potlatch Corp,10000,12750,2014
7,Cathy McMorris Rodgers (R),N00026314,2600,Google Inc,10000,12600,2014
8,Cathy McMorris Rodgers (R),N00026314,7500,Wells Fargo,5000,12500,2014
9,Cathy McMorris Rodgers (R),N00026314,2250,Microsoft Corp,10000,12250,2014
0,Cathy McMorris Rodgers (R),N00026314,15150,Comcast Corp,10000,25150,2016
1,Cathy McMorris Rodgers (R),N00026314,23099,Nelson Irrigation,0,23099,2016
2,Cathy McMorris Rodgers (R),N00026314,5550,National Community Pharmacists Assn,15000,20550,2016
3,Cathy McMorris Rodgers (R),N00026314,0,American Optometric Assn,20000,20000,2016
4,Cathy McMorris Rodgers (R),N00026314,9425,DaVita Inc,9500,18925,2016
5,Cathy McMorris Rodgers (R),N00026314,11000,BNSF Railway,7500,18500,2016
6,Cathy McMorris Rodgers (R),N00026314,15200,Rite Aid Corp,2500,17700,2016
7,Cathy McMorris Rodgers (R),N00026314,16300,Foundation Medicine,0,16300,2016
8,Cathy McMorris Rodgers (R),N00026314,15400,Woodbranch Investments,0,15400,2016
9,Cathy McMorris Rodgers (R),N00026314,5050,Potlatch Corp,10000,15050,2016
0,Cathy McMorris Rodgers (R),N00026314,20200,DaVita Inc,10000,30200,2018
1,Cathy McMorris Rodgers (R),N00026314,16349,Microsoft Corp,10000,26349,2018
2,Cathy McMorris Rodgers (R),N00026314,14477,PotlatchDeltic Corp,10000,24477,2018
3,Cathy McMorris Rodgers (R),N00026314,14250,Goldman Sachs,10000,24250,2018
4,Cathy McMorris Rodgers (R),N00026314,22640,Nelson Irrigation,0,22640,2018
5,Cathy McMorris Rodgers (R),N00026314,16385,Susan B Anthony List,6000,22385,2018
6,Cathy McMorris Rodgers (R),N00026314,21600,Moneytree Inc,0,21600,2018
7,Cathy McMorris Rodgers (R),N00026314,15200,Avista Corp,6020,21220,2018
8,Cathy McMorris Rodgers (R),N00026314,21200,Schweitzer Engineering Laboratories,0,21200,2018
9,Cathy McMorris Rodgers (R),N00026314,21000,Kansas City Urology Care,0,21000,2018
0,Jerry McNerney (D),N00026926,11200,DJS Global Advisors,0,11200,2010
1,Jerry McNerney (D),N00026926,11200,McCormack Sheep & Grain,0,11200,2010
2,Jerry McNerney (D),N00026926,11200,R&L Brosamer,0,11200,2010
3,Jerry McNerney (D),N00026926,0,"Sheet Metal, Air, Rail & Transportation Union",8500,8500,2010
4,Jerry McNerney (D),N00026926,5600,Jackson Hole Group,0,5600,2010
5,Jerry McNerney (D),N00026926,5600,"Kleiner, Perkins et al",0,5600,2010
6,Jerry McNerney (D),N00026926,5600,Matthews International Capital,0,5600,2010
7,Jerry McNerney (D),N00026926,5600,Perkins Investment Management,0,5600,2010
8,Jerry McNerney (D),N00026926,5600,Tactyx,0,5600,2010
9,Jerry McNerney (D),N00026926,0,314 Action Fund,5000,5000,2010
