,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Ron Johnson (R),N00032546,525033,Club for Growth,0,525033,2010
1,Ron Johnson (R),N00032546,83210,Northwestern Mutual Life Insurance,12000,95210,2010
2,Ron Johnson (R),N00032546,55225,Foley & Lardner,2000,57225,2010
3,Ron Johnson (R),N00032546,54300,NorPAC,0,54300,2010
4,Ron Johnson (R),N00032546,48806,Abc Supply,0,48806,2010
5,Ron Johnson (R),N00032546,0,National Republican Senatorial Cmte,46800,46800,2010
6,Ron Johnson (R),N00032546,36900,Jennmar Corp,0,36900,2010
7,Ron Johnson (R),N00032546,36500,AegisPAC,0,36500,2010
8,Ron Johnson (R),N00032546,36400,Robert W Baird & Co,0,36400,2010
9,Ron Johnson (R),N00032546,32400,Station Casinos,0,32400,2010
0,Ron Johnson (R),N00032546,525533,Club for Growth,0,525533,2016
1,Ron Johnson (R),N00032546,69710,Northwestern Mutual Life Insurance,7500,77210,2016
2,Ron Johnson (R),N00032546,66306,Abc Supply,0,66306,2016
3,Ron Johnson (R),N00032546,54300,NorPAC,0,54300,2016
4,Ron Johnson (R),N00032546,48525,Foley & Lardner,5500,54025,2016
5,Ron Johnson (R),N00032546,40039,Oshkosh Corp,10000,50039,2016
6,Ron Johnson (R),N00032546,0,National Republican Senatorial Cmte,46800,46800,2016
7,Ron Johnson (R),N00032546,43050,Fiduciary Management Inc,0,43050,2016
8,Ron Johnson (R),N00032546,41200,Belmark Inc,0,41200,2016
9,Ron Johnson (R),N00032546,36900,Jennmar Corp,0,36900,2016
0,Jim Jordan (R),N00027894,85855,House Freedom Fund,6995,92850,2010
1,Jim Jordan (R),N00027894,21515,Freedomworks JFC,0,21515,2010
2,Jim Jordan (R),N00027894,11200,Dynalab,0,11200,2010
3,Jim Jordan (R),N00027894,11200,Uline Inc,0,11200,2010
4,Jim Jordan (R),N00027894,10000,Cooper Farms,0,10000,2010
5,Jim Jordan (R),N00027894,0,Koch Industries,10000,10000,2010
6,Jim Jordan (R),N00027894,0,Pfizer Inc,10000,10000,2010
7,Jim Jordan (R),N00027894,9050,Flaum Management,0,9050,2010
8,Jim Jordan (R),N00027894,1250,FirstEnergy Corp,5000,6250,2010
9,Jim Jordan (R),N00027894,5600,Ggamllc,0,5600,2010
0,Jim Jordan (R),N00027894,0,American Bankers Assn,10000,10000,2012
1,Jim Jordan (R),N00027894,0,AT&T Inc,10000,10000,2012
2,Jim Jordan (R),N00027894,0,Citizens United,10000,10000,2012
3,Jim Jordan (R),N00027894,0,General Dynamics,10000,10000,2012
4,Jim Jordan (R),N00027894,0,Koch Industries,10000,10000,2012
5,Jim Jordan (R),N00027894,0,National Auto Dealers Assn,10000,10000,2012
6,Jim Jordan (R),N00027894,0,Wine & Spirits Wholesalers of America,10000,10000,2012
7,Jim Jordan (R),N00027894,0,Google Inc,8000,8000,2012
8,Jim Jordan (R),N00027894,0,American Dental Assn,7500,7500,2012
9,Jim Jordan (R),N00027894,7500,C&G Distributing Co,0,7500,2012
0,Jim Jordan (R),N00027894,10200,Cooper Farms,0,10200,2014
1,Jim Jordan (R),N00027894,0,Citizens United,10000,10000,2014
2,Jim Jordan (R),N00027894,0,Koch Industries,10000,10000,2014
3,Jim Jordan (R),N00027894,0,National Auto Dealers Assn,10000,10000,2014
4,Jim Jordan (R),N00027894,0,National Beer Wholesalers Assn,10000,10000,2014
5,Jim Jordan (R),N00027894,0,National Rural Electric Cooperative Assn,10000,10000,2014
6,Jim Jordan (R),N00027894,9900,Noms,0,9900,2014
7,Jim Jordan (R),N00027894,9800,Rw Beckett Corp,0,9800,2014
8,Jim Jordan (R),N00027894,0,Associated Builders & Contractors,8000,8000,2014
9,Jim Jordan (R),N00027894,0,National Assn of Insurance & Financial Advisors,8000,8000,2014
