,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Frank D Lucas (R),N00005559,0,Honeywell International,7500,7500,2010
1,Frank D Lucas (R),N00005559,0,Boeing Co,6500,6500,2010
2,Frank D Lucas (R),N00005559,5600,Clearpath Foundation,0,5600,2010
3,Frank D Lucas (R),N00005559,0,Council of Insurance Agents & Brokers,5500,5500,2010
4,Frank D Lucas (R),N00005559,0,National Cotton Council,5500,5500,2010
5,Frank D Lucas (R),N00005559,5300,Bancfirst,0,5300,2010
6,Frank D Lucas (R),N00005559,0,American Crystal Sugar,5000,5000,2010
7,Frank D Lucas (R),N00005559,0,American Institute of CPAs,5000,5000,2010
8,Frank D Lucas (R),N00005559,0,American Sugar Cane League,5000,5000,2010
9,Frank D Lucas (R),N00005559,0,Chesapeake Energy,5000,5000,2010
0,Frank D Lucas (R),N00005559,8500,Devon Energy,10000,18500,2012
1,Frank D Lucas (R),N00005559,500,Dairy Farmers of America,15000,15500,2012
2,Frank D Lucas (R),N00005559,1500,American Crystal Sugar,10000,11500,2012
3,Frank D Lucas (R),N00005559,500,USA Rice Federation,10000,10500,2012
4,Frank D Lucas (R),N00005559,0,Alabama Farmers Federation,10000,10000,2012
5,Frank D Lucas (R),N00005559,0,American Assn of Crop Insurers,10000,10000,2012
6,Frank D Lucas (R),N00005559,0,American Bankers Assn,10000,10000,2012
7,Frank D Lucas (R),N00005559,0,American Peanut Shellers Assn,10000,10000,2012
8,Frank D Lucas (R),N00005559,0,American Seniors Housing Assn,10000,10000,2012
9,Frank D Lucas (R),N00005559,0,American Veterinary Medical Assn,10000,10000,2012
0,Frank D Lucas (R),N00005559,13400,Devon Energy,10000,23400,2014
1,Frank D Lucas (R),N00005559,16500,Tom James Co,2500,19000,2014
2,Frank D Lucas (R),N00005559,2000,American Bankers Assn,10000,12000,2014
3,Frank D Lucas (R),N00005559,500,Dairy Farmers of America,10000,10500,2014
4,Frank D Lucas (R),N00005559,0,American Assn of Crop Insurers,10000,10000,2014
5,Frank D Lucas (R),N00005559,0,American Crystal Sugar,10000,10000,2014
6,Frank D Lucas (R),N00005559,0,American Seniors Housing Assn,10000,10000,2014
7,Frank D Lucas (R),N00005559,0,American Veterinary Medical Assn,10000,10000,2014
8,Frank D Lucas (R),N00005559,0,Association of Equipment Manufacturers,10000,10000,2014
9,Frank D Lucas (R),N00005559,0,Chesapeake Energy,10000,10000,2014
0,Frank D Lucas (R),N00005559,67500,Votesane PAC,0,67500,2016
1,Frank D Lucas (R),N00005559,1000,General Electric,10000,11000,2016
2,Frank D Lucas (R),N00005559,500,National Assn of Realtors,10000,10500,2016
3,Frank D Lucas (R),N00005559,0,American Assn of Crop Insurers,10000,10000,2016
4,Frank D Lucas (R),N00005559,0,American Crystal Sugar,10000,10000,2016
5,Frank D Lucas (R),N00005559,0,Boeing Co,10000,10000,2016
6,Frank D Lucas (R),N00005559,0,Citigroup Inc,10000,10000,2016
7,Frank D Lucas (R),N00005559,0,CME Group,10000,10000,2016
8,Frank D Lucas (R),N00005559,0,Credit Suisse Securities,10000,10000,2016
9,Frank D Lucas (R),N00005559,0,Deere & Co,10000,10000,2016
0,Frank D Lucas (R),N00005559,1000,CEMEX Inc,10000,11000,2018
1,Frank D Lucas (R),N00005559,0,American Crystal Sugar,10000,10000,2018
2,Frank D Lucas (R),N00005559,0,American Institute of CPAs,10000,10000,2018
3,Frank D Lucas (R),N00005559,0,BASF Corp,10000,10000,2018
4,Frank D Lucas (R),N00005559,0,Boeing Co,10000,10000,2018
5,Frank D Lucas (R),N00005559,0,Capital Group Companies,10000,10000,2018
6,Frank D Lucas (R),N00005559,0,CME Group,10000,10000,2018
7,Frank D Lucas (R),N00005559,0,Credit Suisse Securities,10000,10000,2018
8,Frank D Lucas (R),N00005559,0,Deere & Co,10000,10000,2018
9,Frank D Lucas (R),N00005559,0,Ernst & Young,10000,10000,2018
