,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Buddy Carter (R),N00035346,19500,Petro-Hunt LLC,0,19500,2014
1,Buddy Carter (R),N00035346,7200,AmerisourceBergen Corp,10000,17200,2014
2,Buddy Carter (R),N00035346,1500,National Community Pharmacists Assn,15000,16500,2014
3,Buddy Carter (R),N00035346,15600,Brasseler USA,0,15600,2014
4,Buddy Carter (R),N00035346,500,McKesson Corp,15000,15500,2014
5,Buddy Carter (R),N00035346,0,American Pharmacists Assn,15000,15000,2014
6,Buddy Carter (R),N00035346,0,National Assn of Realtors,15000,15000,2014
7,Buddy Carter (R),N00035346,0,National Auto Dealers Assn,15000,15000,2014
8,Buddy Carter (R),N00035346,0,American Society of Anesthesiologists,14000,14000,2014
9,Buddy Carter (R),N00035346,0,Credit Union National Assn,12500,12500,2014
0,Buddy Carter (R),N00035346,21750,Rite Aid Corp,5000,26750,2016
1,Buddy Carter (R),N00035346,500,Professional Compounding Centers of America,17500,18000,2016
2,Buddy Carter (R),N00035346,0,American Optometric Assn,16000,16000,2016
3,Buddy Carter (R),N00035346,0,United Parcel Service,12500,12500,2016
4,Buddy Carter (R),N00035346,2250,National Community Pharmacists Assn,10000,12250,2016
5,Buddy Carter (R),N00035346,2700,AmerisourceBergen Corp,8000,10700,2016
6,Buddy Carter (R),N00035346,500,Georgia Power,10000,10500,2016
7,Buddy Carter (R),N00035346,0,American Dental Assn,10000,10000,2016
8,Buddy Carter (R),N00035346,0,American Pharmacists Assn,10000,10000,2016
9,Buddy Carter (R),N00035346,0,Coca-Cola Co,10000,10000,2016
0,Buddy Carter (R),N00035346,18900,Brasseler Usa,0,18900,2018
1,Buddy Carter (R),N00035346,4275,National Community Pharmacists Assn,10000,14275,2018
2,Buddy Carter (R),N00035346,13800,Medquest Pharmacy,0,13800,2018
3,Buddy Carter (R),N00035346,12600,Urology Centers of Alabama,0,12600,2018
4,Buddy Carter (R),N00035346,0,Cox Enterprises,12500,12500,2018
5,Buddy Carter (R),N00035346,10800,Envirovac Inc,0,10800,2018
6,Buddy Carter (R),N00035346,10800,Resource & Land Consultants,0,10800,2018
7,Buddy Carter (R),N00035346,525,General Dynamics,10000,10525,2018
8,Buddy Carter (R),N00035346,500,AT&T Inc,10000,10500,2018
9,Buddy Carter (R),N00035346,500,Home Depot,10000,10500,2018
0,Jody Hice (R),N00032243,15000,Atlanta Communities,0,15000,2014
1,Jody Hice (R),N00032243,11300,Oneamerica Securities,0,11300,2014
2,Jody Hice (R),N00032243,10400,Citizens Pharmacy,0,10400,2014
3,Jody Hice (R),N00032243,10400,Pure Fun,0,10400,2014
4,Jody Hice (R),N00032243,0,American Assn for Justice,10000,10000,2014
5,Jody Hice (R),N00032243,0,Citizens United,10000,10000,2014
6,Jody Hice (R),N00032243,0,National Assn for Gun Rights,10000,10000,2014
7,Jody Hice (R),N00032243,0,Gun Owners of America,8182,8182,2014
8,Jody Hice (R),N00032243,7800,Faith Educational Ministries Inc,0,7800,2014
9,Jody Hice (R),N00032243,7800,Janus Research,0,7800,2014
0,Jody B Hice (R),N00032243,11800,Janus Research,0,11800,2016
1,Jody B Hice (R),N00032243,0,AFLAC Inc,10000,10000,2016
2,Jody B Hice (R),N00032243,0,Coca-Cola Co,10000,10000,2016
3,Jody B Hice (R),N00032243,0,Georgia Power,10000,10000,2016
4,Jody B Hice (R),N00032243,0,Home Depot,10000,10000,2016
5,Jody B Hice (R),N00032243,8100,Rts Assoc,0,8100,2016
6,Jody B Hice (R),N00032243,2700,Delta Air Lines,5000,7700,2016
7,Jody B Hice (R),N00032243,0,SunTrust Banks/Georgia,7500,7500,2016
8,Jody B Hice (R),N00032243,6900,Sandersville Railroad,0,6900,2016
9,Jody B Hice (R),N00032243,0,National Assn of Realtors,6000,6000,2016
