,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Chuck Fleischmann (R),N00030815,21600,DeRoyal Industries,0,21600,2018
1,Chuck Fleischmann (R),N00030815,21400,McKee Foods,0,21400,2018
2,Chuck Fleischmann (R),N00030815,14900,Unum Group,5000,19900,2018
3,Chuck Fleischmann (R),N00030815,4750,Bechtel Group,10000,14750,2018
4,Chuck Fleischmann (R),N00030815,5400,Fedex Corp,9000,14400,2018
5,Chuck Fleischmann (R),N00030815,6000,Leidos Inc,7000,13000,2018
6,Chuck Fleischmann (R),N00030815,12800,AMS Corp,0,12800,2018
7,Chuck Fleischmann (R),N00030815,2000,Dynetics Inc,10000,12000,2018
8,Chuck Fleischmann (R),N00030815,10800,Gibco Construction,0,10800,2018
9,Chuck Fleischmann (R),N00030815,10800,Independent Healthcare Prop,0,10800,2018
0,Bill Flores (R),N00031545,0,L3Harris Technologies,12000,12000,2010
1,Bill Flores (R),N00031545,8100,Allied Group,0,8100,2010
2,Bill Flores (R),N00031545,0,Marathon Petroleum,7500,7500,2010
3,Bill Flores (R),N00031545,0,Koch Industries,7000,7000,2010
4,Bill Flores (R),N00031545,3000,National Business Aircraft Assn,3500,6500,2010
5,Bill Flores (R),N00031545,5600,L&F Distributors,0,5600,2010
6,Bill Flores (R),N00031545,5500,Camden Property Trust,0,5500,2010
7,Bill Flores (R),N00031545,0,Allergan PLC,5000,5000,2010
8,Bill Flores (R),N00031545,0,American Institute of CPAs,5000,5000,2010
9,Bill Flores (R),N00031545,0,AT&T Inc,5000,5000,2010
0,Bill Flores (R),N00031545,19600,Freeport-McMoRan Oil & Gas,0,19600,2012
1,Bill Flores (R),N00031545,0,Honeywell International,13134,13134,2012
2,Bill Flores (R),N00031545,10000,Chevron Corp,3000,13000,2012
3,Bill Flores (R),N00031545,13000,Phoenix Exploration,0,13000,2012
4,Bill Flores (R),N00031545,0,PricewaterhouseCoopers,12500,12500,2012
5,Bill Flores (R),N00031545,12200,Richard A Smith Md,0,12200,2012
6,Bill Flores (R),N00031545,10000,Newfield Exploration Co,2000,12000,2012
7,Bill Flores (R),N00031545,5030,Texas Farm Bureau,6175,11205,2012
8,Bill Flores (R),N00031545,10200,Texas A&M University,0,10200,2012
9,Bill Flores (R),N00031545,0,American Assn of Orthopaedic Surgeons,10000,10000,2012
0,Bill Flores (R),N00031545,0,Koch Industries,17000,17000,2014
1,Bill Flores (R),N00031545,5500,Energy Future Holdings Corp,9999,15499,2014
2,Bill Flores (R),N00031545,15000,Talos Energy,0,15000,2014
3,Bill Flores (R),N00031545,12849,Texas A&M University,0,12849,2014
4,Bill Flores (R),N00031545,0,KPMG LLP,12500,12500,2014
5,Bill Flores (R),N00031545,0,National Beer Wholesalers Assn,12500,12500,2014
6,Bill Flores (R),N00031545,0,National Rural Electric Cooperative Assn,12500,12500,2014
7,Bill Flores (R),N00031545,0,United Parcel Service,12000,12000,2014
8,Bill Flores (R),N00031545,10400,Freeport-McMoRan Oil & Gas,0,10400,2014
9,Bill Flores (R),N00031545,10400,Ridgewood Renewable Power,0,10400,2014
0,Bill Flores (R),N00031545,7400,Ernst & Young,10000,17400,2016
1,Bill Flores (R),N00031545,15100,Cognizant Technology Solutions,500,15600,2016
2,Bill Flores (R),N00031545,7900,Chevron Corp,7500,15400,2016
3,Bill Flores (R),N00031545,0,Allergan PLC,15000,15000,2016
4,Bill Flores (R),N00031545,2000,Energy Future Holdings Corp,9809,11809,2016
5,Bill Flores (R),N00031545,11750,Texas A&M University,0,11750,2016
6,Bill Flores (R),N00031545,1000,National Business Aircraft Assn,10000,11000,2016
7,Bill Flores (R),N00031545,10800,Plains Offshore Operations,0,10800,2016
8,Bill Flores (R),N00031545,250,Marathon Petroleum,10000,10250,2016
9,Bill Flores (R),N00031545,250,PricewaterhouseCoopers,10000,10250,2016
