,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Sheila Jackson Lee (D),N00005818,7800,Ansh Labs,0,7800,2010
1,Sheila Jackson Lee (D),N00005818,5600,Bracewell & Giviliani,0,5600,2010
2,Sheila Jackson Lee (D),N00005818,5600,BRH Garver Construction LP,0,5600,2010
3,Sheila Jackson Lee (D),N00005818,5600,Camden Property Trust,0,5600,2010
4,Sheila Jackson Lee (D),N00005818,5600,Kerya Properties,0,5600,2010
5,Sheila Jackson Lee (D),N00005818,5600,Neorologist,0,5600,2010
6,Sheila Jackson Lee (D),N00005818,5600,Riceland,0,5600,2010
7,Sheila Jackson Lee (D),N00005818,5300,Piping Technology & Products,0,5300,2010
8,Sheila Jackson Lee (D),N00005818,5200,MACH Engineering LLC,0,5200,2010
9,Sheila Jackson Lee (D),N00005818,5200,Netsuite Inc,0,5200,2010
0,Sheila Jackson Lee (D),N00005818,20400,Harmony Public Schools,0,20400,2012
1,Sheila Jackson Lee (D),N00005818,0,Communications Workers of America,10000,10000,2012
2,Sheila Jackson Lee (D),N00005818,0,International Brotherhood of Electrical Workers,10000,10000,2012
3,Sheila Jackson Lee (D),N00005818,0,Laborers Union/Midwest Region,10000,10000,2012
4,Sheila Jackson Lee (D),N00005818,0,Machinists/Aerospace Workers Union,10000,10000,2012
5,Sheila Jackson Lee (D),N00005818,10000,National Auto Finance,0,10000,2012
6,Sheila Jackson Lee (D),N00005818,0,National Beer Wholesalers Assn,10000,10000,2012
7,Sheila Jackson Lee (D),N00005818,0,Operating Engineers Union,10000,10000,2012
8,Sheila Jackson Lee (D),N00005818,0,American Assn for Justice,8000,8000,2012
9,Sheila Jackson Lee (D),N00005818,0,AT&T Inc,8000,8000,2012
0,Sheila Jackson Lee (D),N00005818,11000,Harmony Public Schools,0,11000,2014
1,Sheila Jackson Lee (D),N00005818,0,Border Health,10000,10000,2014
2,Sheila Jackson Lee (D),N00005818,0,Communications Workers of America,10000,10000,2014
3,Sheila Jackson Lee (D),N00005818,0,Machinists/Aerospace Workers Union,10000,10000,2014
4,Sheila Jackson Lee (D),N00005818,0,Plumbers/Pipefitters Union,10000,10000,2014
5,Sheila Jackson Lee (D),N00005818,0,AT&T Inc,8000,8000,2014
6,Sheila Jackson Lee (D),N00005818,0,National Assn of Realtors,7000,7000,2014
7,Sheila Jackson Lee (D),N00005818,0,American Property Casualty Insurance Assn,6000,6000,2014
8,Sheila Jackson Lee (D),N00005818,5200,Business-Cleaning Supply Co,0,5200,2014
9,Sheila Jackson Lee (D),N00005818,5200,Cantu Construction,0,5200,2014
0,Sheila Jackson Lee (D),N00005818,6350,IASIS Healthcare,5000,11350,2016
1,Sheila Jackson Lee (D),N00005818,0,American Assn for Justice,10000,10000,2016
2,Sheila Jackson Lee (D),N00005818,0,Border Health,10000,10000,2016
3,Sheila Jackson Lee (D),N00005818,0,International Brotherhood of Electrical Workers,10000,10000,2016
4,Sheila Jackson Lee (D),N00005818,0,Laborers Union/Midwest Region,10000,10000,2016
5,Sheila Jackson Lee (D),N00005818,0,Machinists/Aerospace Workers Union,10000,10000,2016
6,Sheila Jackson Lee (D),N00005818,0,UNITE HERE,10000,10000,2016
7,Sheila Jackson Lee (D),N00005818,8000,Latrells Food Service,0,8000,2016
8,Sheila Jackson Lee (D),N00005818,0,Anheuser-Busch,7500,7500,2016
9,Sheila Jackson Lee (D),N00005818,0,Communications Workers of America,7500,7500,2016
0,Sheila Jackson Lee (D),N00005818,0,American Assn for Justice,10000,10000,2018
1,Sheila Jackson Lee (D),N00005818,0,American Federation of State/Cnty/Munic Employees,10000,10000,2018
2,Sheila Jackson Lee (D),N00005818,0,Anheuser-Busch,10000,10000,2018
3,Sheila Jackson Lee (D),N00005818,0,Border Health,10000,10000,2018
4,Sheila Jackson Lee (D),N00005818,0,Communications Workers of America,10000,10000,2018
5,Sheila Jackson Lee (D),N00005818,0,Machinists/Aerospace Workers Union,10000,10000,2018
6,Sheila Jackson Lee (D),N00005818,0,Operating Engineers Union,10000,10000,2018
7,Sheila Jackson Lee (D),N00005818,0,AT&T Inc,9000,9000,2018
8,Sheila Jackson Lee (D),N00005818,8800,Schechter Law Firm,0,8800,2018
9,Sheila Jackson Lee (D),N00005818,2700,Bracewell LLP,6000,8700,2018
