,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Eddie Bernice Johnson (D),N00008122,0,BNSF Railway,7500,7500,2010
1,Eddie Bernice Johnson (D),N00008122,0,Lockheed Martin,7500,7500,2010
2,Eddie Bernice Johnson (D),N00008122,0,Raytheon Co,7500,7500,2010
3,Eddie Bernice Johnson (D),N00008122,0,American Assn for Justice,6000,6000,2010
4,Eddie Bernice Johnson (D),N00008122,5600,Hunt Oil,0,5600,2010
5,Eddie Bernice Johnson (D),N00008122,250,AT&T Inc,5000,5250,2010
6,Eddie Bernice Johnson (D),N00008122,0,American Society of Anesthesiologists,5000,5000,2010
7,Eddie Bernice Johnson (D),N00008122,0,Exxon Mobil,5000,5000,2010
8,Eddie Bernice Johnson (D),N00008122,0,Honeywell International,5000,5000,2010
9,Eddie Bernice Johnson (D),N00008122,0,Jacobs Engineering Group,5000,5000,2010
0,Eddie Bernice Johnson (D),N00008122,4000,Energy Future Holdings Corp,9200,13200,2012
1,Eddie Bernice Johnson (D),N00008122,0,American Assn for Justice,10000,10000,2012
2,Eddie Bernice Johnson (D),N00008122,0,American Society of Anesthesiologists,10000,10000,2012
3,Eddie Bernice Johnson (D),N00008122,0,AmeriPAC: The Fund for a Greater America,10000,10000,2012
4,Eddie Bernice Johnson (D),N00008122,0,AT&T Inc,10000,10000,2012
5,Eddie Bernice Johnson (D),N00008122,10000,Baron & Budd,0,10000,2012
6,Eddie Bernice Johnson (D),N00008122,0,BNSF Railway,10000,10000,2012
7,Eddie Bernice Johnson (D),N00008122,0,CSX Corp,10000,10000,2012
8,Eddie Bernice Johnson (D),N00008122,0,International Assn of Fire Fighters,10000,10000,2012
9,Eddie Bernice Johnson (D),N00008122,0,International Brotherhood of Electrical Workers,10000,10000,2012
0,Eddie Bernice Johnson (D),N00008122,10400,Miller Weisbrod LLP,0,10400,2014
1,Eddie Bernice Johnson (D),N00008122,0,American Society of Anesthesiologists,10000,10000,2014
2,Eddie Bernice Johnson (D),N00008122,0,AT&T Inc,10000,10000,2014
3,Eddie Bernice Johnson (D),N00008122,0,Border Health,10000,10000,2014
4,Eddie Bernice Johnson (D),N00008122,0,Communications Workers of America,10000,10000,2014
5,Eddie Bernice Johnson (D),N00008122,0,CSX Corp,10000,10000,2014
6,Eddie Bernice Johnson (D),N00008122,0,Laborers Union/Midwest Region,10000,10000,2014
7,Eddie Bernice Johnson (D),N00008122,0,Machinists/Aerospace Workers Union,10000,10000,2014
8,Eddie Bernice Johnson (D),N00008122,0,Northrop Grumman,10000,10000,2014
9,Eddie Bernice Johnson (D),N00008122,0,Union Pacific Corp,10000,10000,2014
0,Eddie Bernice Johnson (D),N00008122,0,American Society of Anesthesiologists,10000,10000,2016
1,Eddie Bernice Johnson (D),N00008122,0,AT&T Inc,10000,10000,2016
2,Eddie Bernice Johnson (D),N00008122,0,Border Health,10000,10000,2016
3,Eddie Bernice Johnson (D),N00008122,0,CSX Corp,10000,10000,2016
4,Eddie Bernice Johnson (D),N00008122,0,Laborers Union/Midwest Region,10000,10000,2016
5,Eddie Bernice Johnson (D),N00008122,0,Lockheed Martin,10000,10000,2016
6,Eddie Bernice Johnson (D),N00008122,0,Norfolk Southern,10000,10000,2016
7,Eddie Bernice Johnson (D),N00008122,0,Union Pacific Corp,10000,10000,2016
8,Eddie Bernice Johnson (D),N00008122,0,BNSF Railway,9000,9000,2016
9,Eddie Bernice Johnson (D),N00008122,0,American Airlines,8000,8000,2016
0,Eddie Bernice Johnson (D),N00008122,0,American Society of Anesthesiologists,10000,10000,2018
1,Eddie Bernice Johnson (D),N00008122,0,AT&T Inc,10000,10000,2018
2,Eddie Bernice Johnson (D),N00008122,0,Jacobs Engineering Group,10000,10000,2018
3,Eddie Bernice Johnson (D),N00008122,0,Lockheed Martin,10000,10000,2018
4,Eddie Bernice Johnson (D),N00008122,0,National Air Traffic Controllers Assn,10000,10000,2018
5,Eddie Bernice Johnson (D),N00008122,0,National Auto Dealers Assn,10000,10000,2018
6,Eddie Bernice Johnson (D),N00008122,0,Union Pacific Corp,10000,10000,2018
7,Eddie Bernice Johnson (D),N00008122,0,BNSF Railway,9000,9000,2018
8,Eddie Bernice Johnson (D),N00008122,2700,Northrop Grumman,5000,7700,2018
9,Eddie Bernice Johnson (D),N00008122,0,Air Line Pilots Assn,7500,7500,2018
