,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Robin Kelly (D),N00035215,12500,Exelon Corp,4500,17000,2014
1,Robin Kelly (D),N00035215,0,Plumbers/Pipefitters Union,15000,15000,2014
2,Robin Kelly (D),N00035215,0,American Assn for Justice,12500,12500,2014
3,Robin Kelly (D),N00035215,0,Service Employees International Union,12500,12500,2014
4,Robin Kelly (D),N00035215,0,United Auto Workers,12500,12500,2014
5,Robin Kelly (D),N00035215,0,United Food & Commercial Workers Union,12500,12500,2014
6,Robin Kelly (D),N00035215,0,National Assn of Realtors,11000,11000,2014
7,Robin Kelly (D),N00035215,250,Ernst & Young,10000,10250,2014
8,Robin Kelly (D),N00035215,0,American Crystal Sugar,10000,10000,2014
9,Robin Kelly (D),N00035215,0,American Federation of State/Cnty/Munic Employees,10000,10000,2014
0,Robin Kelly (D),N00035215,11800,Mesirow Financial,0,11800,2016
1,Robin Kelly (D),N00035215,250,Ernst & Young,10000,10250,2016
2,Robin Kelly (D),N00035215,0,American Crystal Sugar,10000,10000,2016
3,Robin Kelly (D),N00035215,0,Border Health,10000,10000,2016
4,Robin Kelly (D),N00035215,0,Carpenters & Joiners Union,10000,10000,2016
5,Robin Kelly (D),N00035215,0,Ford Motor Co,10000,10000,2016
6,Robin Kelly (D),N00035215,0,International Brotherhood of Electrical Workers,10000,10000,2016
7,Robin Kelly (D),N00035215,0,Ironworkers Union,10000,10000,2016
8,Robin Kelly (D),N00035215,0,Machinists/Aerospace Workers Union,10000,10000,2016
9,Robin Kelly (D),N00035215,0,National Rural Letter Carriers Assn,10000,10000,2016
0,Robin Kelly (D),N00035215,750,AT&T Inc,10000,10750,2018
1,Robin Kelly (D),N00035215,0,American Assn for Justice,10000,10000,2018
2,Robin Kelly (D),N00035215,0,American Crystal Sugar,10000,10000,2018
3,Robin Kelly (D),N00035215,0,Bricklayers Union,10000,10000,2018
4,Robin Kelly (D),N00035215,0,Ernst & Young,10000,10000,2018
5,Robin Kelly (D),N00035215,0,Health Care Service Corp,10000,10000,2018
6,Robin Kelly (D),N00035215,0,International Brotherhood of Electrical Workers,10000,10000,2018
7,Robin Kelly (D),N00035215,0,Machinists/Aerospace Workers Union,10000,10000,2018
8,Robin Kelly (D),N00035215,0,National Assn of Letter Carriers,10000,10000,2018
9,Robin Kelly (D),N00035215,0,"Sheet Metal, Air, Rail & Transportation Union",10000,10000,2018
0,Jason Smith (R),N00035282,21550,Town & Country Bank,0,21550,2014
1,Jason Smith (R),N00035282,2600,National Rural Electric Cooperative Assn,15000,17600,2014
2,Jason Smith (R),N00035282,15600,Lucas Oil Products,0,15600,2014
3,Jason Smith (R),N00035282,15600,Show Me Institute,0,15600,2014
4,Jason Smith (R),N00035282,0,American Society of Anesthesiologists,15000,15000,2014
5,Jason Smith (R),N00035282,0,Every Republican is Crucial PAC,15000,15000,2014
6,Jason Smith (R),N00035282,0,Express Scripts,15000,15000,2014
7,Jason Smith (R),N00035282,0,Majority Cmte PAC,15000,15000,2014
8,Jason Smith (R),N00035282,0,National Assn of Realtors,15000,15000,2014
9,Jason Smith (R),N00035282,0,Enterprise Rent-A-Car,14500,14500,2014
0,Jason Smith (R),N00035282,0,Rely on Your Beliefs,15000,15000,2016
1,Jason Smith (R),N00035282,10800,Cequel III,0,10800,2016
2,Jason Smith (R),N00035282,10800,Harbour Group Industries,0,10800,2016
3,Jason Smith (R),N00035282,10800,Lucas Oil Products,0,10800,2016
4,Jason Smith (R),N00035282,10700,Robertson Construction,0,10700,2016
5,Jason Smith (R),N00035282,0,Ameren Corp,10000,10000,2016
6,Jason Smith (R),N00035282,0,American College of Emergency Physicians,10000,10000,2016
7,Jason Smith (R),N00035282,0,American Crystal Sugar,10000,10000,2016
8,Jason Smith (R),N00035282,0,American Hospital Assn,10000,10000,2016
9,Jason Smith (R),N00035282,0,American Institute of CPAs,10000,10000,2016
0,Jason Smith (R),N00035282,9000,DaVita Inc,10000,19000,2018
1,Jason Smith (R),N00035282,8750,"Bryan, Cave et al",7250,16000,2018
2,Jason Smith (R),N00035282,5400,Anheuser-Busch,10000,15400,2018
3,Jason Smith (R),N00035282,4950,Northwestern Mutual Life Insurance,10000,14950,2018
4,Jason Smith (R),N00035282,5400,Boeing Co,8000,13400,2018
5,Jason Smith (R),N00035282,5400,Enterprise Rent-A-Car,7500,12900,2018
6,Jason Smith (R),N00035282,4000,Eli Lilly & Co,8500,12500,2018
7,Jason Smith (R),N00035282,2500,Emerson Electric,10000,12500,2018
8,Jason Smith (R),N00035282,2500,Leggett & Platt,10000,12500,2018
9,Jason Smith (R),N00035282,1500,Comcast Corp,10000,11500,2018
