,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Brad Sherman (D),N00006897,16600,Royal Business Bank,0,16600,2018
1,Brad Sherman (D),N00006897,5400,Capital Group Companies,10000,15400,2018
2,Brad Sherman (D),N00006897,12500,Allied Wallet,0,12500,2018
3,Brad Sherman (D),N00006897,1000,UBS Americas,10000,11000,2018
4,Brad Sherman (D),N00006897,10800,Keyes Automotive Group,0,10800,2018
5,Brad Sherman (D),N00006897,250,Northrop Grumman,10000,10250,2018
6,Brad Sherman (D),N00006897,0,American Crystal Sugar,10000,10000,2018
7,Brad Sherman (D),N00006897,0,American Federation of State/Cnty/Munic Employees,10000,10000,2018
8,Brad Sherman (D),N00006897,0,American Institute of CPAs,10000,10000,2018
9,Brad Sherman (D),N00006897,0,American Land Title Assn,10000,10000,2018
0,John Shimkus (R),N00004961,0,Valero Energy,10000,10000,2010
1,John Shimkus (R),N00004961,0,Johnson & Johnson,5500,5500,2010
2,John Shimkus (R),N00004961,0,Abbott Laboratories,5000,5000,2010
3,John Shimkus (R),N00004961,0,AbbVie Inc,5000,5000,2010
4,John Shimkus (R),N00004961,0,AECOM US,5000,5000,2010
5,John Shimkus (R),N00004961,0,American Chemistry Council,5000,5000,2010
6,John Shimkus (R),N00004961,0,American Maritime Officers,5000,5000,2010
7,John Shimkus (R),N00004961,0,AT&T Inc,5000,5000,2010
8,John Shimkus (R),N00004961,0,Carpenters & Joiners Union,5000,5000,2010
9,John Shimkus (R),N00004961,0,Caterpillar Inc,5000,5000,2010
0,John M Shimkus (R),N00004961,0,Republican Party of Illinois,18306,18306,2012
1,John M Shimkus (R),N00004961,0,American Assn of Orthopaedic Surgeons,15000,15000,2012
2,John M Shimkus (R),N00004961,8409,Murray Energy,5000,13409,2012
3,John M Shimkus (R),N00004961,1000,Exelon Corp,10000,11000,2012
4,John M Shimkus (R),N00004961,1500,National Assn of Broadcasters,9500,11000,2012
5,John M Shimkus (R),N00004961,0,Abbott Laboratories,10000,10000,2012
6,John M Shimkus (R),N00004961,0,Ameren Corp,10000,10000,2012
7,John M Shimkus (R),N00004961,0,American College of Emergency Physicians,10000,10000,2012
8,John M Shimkus (R),N00004961,0,American Crystal Sugar,10000,10000,2012
9,John M Shimkus (R),N00004961,0,American Maritime Officers,10000,10000,2012
0,John M Shimkus (R),N00004961,2000,National Assn of Broadcasters,10000,12000,2014
1,John M Shimkus (R),N00004961,5000,Poet LLC,7000,12000,2014
2,John M Shimkus (R),N00004961,250,Illinois Corn Growers Assn,10000,10250,2014
3,John M Shimkus (R),N00004961,0,Ameren Corp,10000,10000,2014
4,John M Shimkus (R),N00004961,0,American Assn of Nurse Anesthetists,10000,10000,2014
5,John M Shimkus (R),N00004961,0,American College of Emergency Physicians,10000,10000,2014
6,John M Shimkus (R),N00004961,0,American Crystal Sugar,10000,10000,2014
7,John M Shimkus (R),N00004961,0,American Physical Therapy Assn,10000,10000,2014
8,John M Shimkus (R),N00004961,0,American Society of Interventional Pain Physicians,10000,10000,2014
9,John M Shimkus (R),N00004961,0,Archer Daniels Midland,10000,10000,2014
0,John M Shimkus (R),N00004961,24100,Exelon Corp,10000,34100,2016
1,John M Shimkus (R),N00004961,11957,National Assn of Broadcasters,10000,21957,2016
2,John M Shimkus (R),N00004961,10900,Ameren Corp,10000,20900,2016
3,John M Shimkus (R),N00004961,5000,Health Care Service Corp,10000,15000,2016
4,John M Shimkus (R),N00004961,1000,Archer Daniels Midland,10000,11000,2016
5,John M Shimkus (R),N00004961,450,Verizon Communications,10000,10450,2016
6,John M Shimkus (R),N00004961,250,Genentech Inc,10000,10250,2016
7,John M Shimkus (R),N00004961,0,Abbott Laboratories,10000,10000,2016
8,John M Shimkus (R),N00004961,0,American Assn of Nurse Anesthetists,10000,10000,2016
9,John M Shimkus (R),N00004961,0,American Bankers Assn,10000,10000,2016
