,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Gary Palmer (R),N00035691,31600,Kykenkee,0,31600,2018
1,Gary Palmer (R),N00035691,21200,Harbert Management,0,21200,2018
2,Gary Palmer (R),N00035691,21100,McKinney Capital,0,21100,2018
3,Gary Palmer (R),N00035691,18300,AAA Cooper Transportation,0,18300,2018
4,Gary Palmer (R),N00035691,16800,Scott Bridge Co,0,16800,2018
5,Gary Palmer (R),N00035691,16050,Pilot Catastrophe Services,0,16050,2018
6,Gary Palmer (R),N00035691,15000,Scott Land Co,0,15000,2018
7,Gary Palmer (R),N00035691,9500,BGR Group,5400,14900,2018
8,Gary Palmer (R),N00035691,12400,Brooks Holdings,0,12400,2018
9,Gary Palmer (R),N00035691,11236,Resource Management Service LLC,0,11236,2018
0,French Hill (R),N00035792,94500,Stephens Inc,10000,104500,2014
1,French Hill (R),N00035792,18700,Murphy Oil,2500,21200,2014
2,French Hill (R),N00035792,12400,Arvest Bank Group,8000,20400,2014
3,French Hill (R),N00035792,13200,Mountaire Corp,0,13200,2014
4,French Hill (R),N00035792,8050,Ernst & Young,5000,13050,2014
5,French Hill (R),N00035792,13000,Westrock Capital Partners,0,13000,2014
6,French Hill (R),N00035792,12450,Simmons First National Bank,0,12450,2014
7,French Hill (R),N00035792,11800,PerfectVision Manufacturing,0,11800,2014
8,French Hill (R),N00035792,11650,Circumference Group,0,11650,2014
9,French Hill (R),N00035792,11550,Dillard's Inc,0,11550,2014
0,French Hill (R),N00035792,79000,Votesane PAC,0,79000,2016
1,French Hill (R),N00035792,55275,Stephens Inc,5000,60275,2016
2,French Hill (R),N00035792,16150,Simmons First National,0,16150,2016
3,French Hill (R),N00035792,13900,Dillard's Inc,0,13900,2016
4,French Hill (R),N00035792,8850,Arvest Bank Group,5000,13850,2016
5,French Hill (R),N00035792,12025,State of Arkansas,0,12025,2016
6,French Hill (R),N00035792,1500,Morgan Stanley,10000,11500,2016
7,French Hill (R),N00035792,5300,Windstream Communications,6000,11300,2016
8,French Hill (R),N00035792,0,JPMorgan Chase & Co,11000,11000,2016
9,French Hill (R),N00035792,6000,NASDAQ Inc,5000,11000,2016
0,French Hill (R),N00035792,72500,Stephens Inc,10000,82500,2018
1,French Hill (R),N00035792,22350,State of Arkansas,0,22350,2018
2,French Hill (R),N00035792,20050,Simmons First National Bank,0,20050,2018
3,French Hill (R),N00035792,7650,Windstream Communications,10500,18150,2018
4,French Hill (R),N00035792,13800,Westrock Capital Partners,0,13800,2018
5,French Hill (R),N00035792,13500,Anthony Timberlands,0,13500,2018
6,French Hill (R),N00035792,8100,Hilltop Holdings,5000,13100,2018
7,French Hill (R),N00035792,2700,American Land Title Assn,10000,12700,2018
8,French Hill (R),N00035792,2700,Arvest Bank Group,10000,12700,2018
9,French Hill (R),N00035792,1850,United Parcel Service,10000,11850,2018
0,Bruce Westerman (R),N00035527,11300,Stephens Inc,5000,16300,2014
1,Bruce Westerman (R),N00035527,13000,Central Arkansas Nursing Centers,0,13000,2014
2,Bruce Westerman (R),N00035527,11950,Deltic Timber,0,11950,2014
3,Bruce Westerman (R),N00035527,11150,Mid-South Engineering Co,0,11150,2014
4,Bruce Westerman (R),N00035527,10400,Arkansas Neurology,0,10400,2014
5,Bruce Westerman (R),N00035527,10400,Dillard's Inc,0,10400,2014
6,Bruce Westerman (R),N00035527,10400,Hankins Lumber Co,0,10400,2014
7,Bruce Westerman (R),N00035527,5200,Arvest Bank Group,5000,10200,2014
8,Bruce Westerman (R),N00035527,9800,Baxley Equipment,0,9800,2014
9,Bruce Westerman (R),N00035527,0,American Council of Engineering Cos,9000,9000,2014
